,valuation coefficient
0,22.997348646529822
1,21.20084452982631
2,29.404066648717166
3,8.46323379604697
4,17.880640388651816
5,13.991744149648742
6,181.36364818993107
7,13.288286287190072
8,20.34012605523993
9,16.593784259413322
10,15.33665382110605
11,15.27972758141344
12,185.86773596574378
13,23.699951019111392
14,26.81971421472712
15,19.200736158627002
16,14.526770057604288
17,10.68735439850901
18,26.80780804182327
19,22.181851087614362
20,194.44344475738654
21,27.94409024930094
22,18.240633633153948
23,14.82126095902014
24,26.33865630323293
25,14.127062595984036
26,9.700756416070686
27,23.07441308826484
28,9.618589974565834
29,17.24482089997175
30,15.500810352171207
31,19.711060131632145
32,16.15808289724435
33,20.9362427655517
34,18.57056401226157
35,24.608606181608685
36,8.0428455379543
37,18.135632226260462
38,15.263351630974283
39,190.18049014366898
