data_link, bandwidth_capacity
"(1, 2)",5.160032904570038
"(3, 2)",5.160032904570038
"(8, 2)",5.160032904570038
"(4, 10)",5.160032904570038
"(7, 1)",5.160032904570038
"(3, 0)",5.160032904570038
"(2, 8)",5.160032904570038
"(9, 3)",5.160032904570038
"(6, 0)",5.160032904570038
"(2, 1)",5.160032904570038
"(3, 9)",5.160032904570038
"(0, 5)",5.160032904570038
"(1, 4)",5.160032904570038
"(5, 4)",5.160032904570038
"(3, 4)",5.160032904570038
"(2, 5)",5.160032904570038
"(1, 0)",5.160032904570038
"(10, 4)",5.160032904570038
"(0, 1)",5.160032904570038
"(0, 3)",5.160032904570038
"(11, 5)",5.160032904570038
"(4, 1)",5.160032904570038
"(4, 3)",5.160032904570038
"(5, 11)",5.160032904570038
"(0, 6)",5.160032904570038
"(5, 0)",5.160032904570038
"(1, 7)",5.160032904570038
"(4, 5)",5.160032904570038
"(2, 3)",5.160032904570038
"(5, 2)",5.160032904570038
