task_Number,endpoints_location,bandwidth_demand
0,"[8, 9]","[3.207856890206926, 0.6023570345273334]"
1,[6],[1.4024045410169017]
2,"[11, 9, 8, 7]","[1.693538442634766, 3.091018177720713, 1.6951498249874537, 1.9760459524017278]"
3,"[9, 10]","[0.9711073760826641, 0.754038581932778]"
4,"[8, 10]","[0.15597674002293205, 1.006441612868445]"
5,"[6, 9, 11, 8]","[2.123775824295497, 0.16665614141906016, 2.168808023055186, 0.1431456717780194]"
6,[9],[1.8115025697282394]
7,[8],[0.959859911076649]
8,"[9, 8, 7]","[1.7747345007082664, 1.532710138020378, 0.9891715517577739]"
9,"[11, 6, 9, 7]","[1.6910612127924223, 3.0338718975385808, 0.6837879082305494, 1.925349312620758]"
10,"[11, 7, 8]","[0.19082111848720884, 0.07147694299495044, 0.5102058034321729]"
11,"[7, 6, 8, 11]","[1.4728759886049705, 0.29131674234072813, 0.5854351075486739, 2.5899290336474534]"
12,"[11, 8, 6]","[0.2570271015872364, 1.0784531110391287, 1.4308652570642475]"
13,"[8, 9, 11]","[0.6285792639971439, 0.561950614711068, 1.1757214241136216]"
14,"[6, 10, 11, 7]","[1.405640758516574, 0.34075006726093326, 0.4712984187391672, 0.7941618250084534]"
15,"[11, 7, 6]","[1.7629699073478937, 3.1710565235155377, 2.893756050466739]"
16,"[9, 8, 7]","[0.3215611366214539, 2.4839170970605906, 2.3237560767901164]"
17,"[8, 7]","[0.9278463075425256, 3.1358180861095404]"
18,"[6, 7]","[1.895146026789204, 0.997813213499658]"
19,"[11, 9]","[1.212583103729738, 0.703982686752516]"
20,[10],[0.838454282592636]
21,"[7, 9, 6]","[0.7453854882405906, 1.8606959045979647, 2.3582433059307952]"
22,"[11, 7]","[1.2065052157247276, 1.2795373142499684]"
23,"[10, 11, 6, 8]","[2.2277812518190396, 1.1191186134655258, 0.3209462920676964, 1.9550512661737607]"
24,[11],[1.2362736247388164]
25,"[11, 10, 8, 6]","[0.45361786750267774, 1.1096331223431801, 2.263538606393049, 0.41068425788168816]"
26,"[7, 10, 11, 6]","[0.5865684325435838, 1.9308503480975416, 2.0737670318024257, 1.727345712059786]"
27,"[7, 6, 9]","[0.3677127267941347, 0.12251722006867416, 2.0409098332199607]"
28,"[10, 11, 7]","[1.6788278286975444, 0.9874354591895552, 0.40643822110220673]"
29,[11],[1.5091836952412354]
30,"[7, 11, 10]","[0.19595035676046801, 2.0362266782671625, 2.162263543048595]"
31,"[9, 7, 11]","[1.8680858351441563, 0.47590038844010196, 1.6494442155418687]"
32,"[7, 8, 10]","[0.8432737603124301, 0.027501968963999035, 1.8756228101172412]"
33,[11],[1.8931248182509133]
34,"[9, 7, 10, 8]","[1.7354535242067417, 2.2244875722142936, 0.8919472744552229, 1.251484624039265]"
35,"[11, 8]","[1.2101926390250046, 1.6444485138131864]"
36,[11],[1.7920729540481473]
37,"[9, 7, 11, 6]","[0.027332232046736182, 0.23189370871688952, 1.7666608999203168, 0.5409041223547826]"
38,[10],[1.9663946993511146]
39,[8],[1.3220603240004831]
