task_Number,endpoints_location,bandwidth_demand
0,[9],[2.49197666804399]
1,"[11, 9, 6]","[1.3349509012092555, 1.257045388189403, 0.4004367060242434]"
2,"[10, 6, 11, 7]","[1.8459852028212778, 1.2450220457352226, 1.3017765864992548, 2.0369379920773945]"
3,"[9, 8, 11]","[1.1927501225853556, 1.6008981940370854, 1.618768624810238]"
4,"[8, 6]","[1.432484510381019, 1.6364443765032117]"
5,[11],[2.472242241263125]
6,"[6, 7, 8, 11]","[1.7071716974842297, 1.9321100112612337, 0.2495990097521984, 1.349994280599806]"
7,"[10, 11, 8]","[0.6248110941346512, 0.9189621692522992, 0.31022320653663693]"
8,"[6, 8, 10]","[0.8385945453069505, 1.0238921312315454, 2.0835522874993035]"
9,"[8, 7, 6]","[2.6679450913436815, 2.0469569035576285, 0.38441310408038]"
10,"[8, 10, 7]","[1.461376814130734, 2.076090443066607, 0.25702887956451403]"
11,[7],[1.665572800758991]
12,"[11, 10]","[1.970163831788268, 1.4739607476061023]"
13,"[8, 9, 7, 10]","[1.1818498417592527, 0.03534040499473001, 1.2454980621709375, 1.8339278590939254]"
14,"[9, 11, 10, 8]","[0.20524946729444182, 1.4408815613627586, 0.47871510034331066, 1.5660130923680704]"
15,[9],[2.7372527271517666]
16,"[8, 6, 7, 10]","[0.452819420752843, 0.73224198908112, 0.4522771765830287, 0.31866198124894274]"
17,"[7, 9, 11]","[2.504602377624448, 2.7908069613187063, 1.1785551055160193]"
18,"[9, 8, 10, 6]","[1.4299911626707917, 0.6519530395025331, 1.3837064873148064, 1.1847759119109436]"
19,"[6, 7]","[1.628692403843693, 1.5111136018138986]"
20,"[8, 6]","[0.09089299836407849, 0.5261187883776411]"
21,"[6, 8, 11, 7]","[2.118105118313583, 0.47903152428623785, 2.033993879357186, 0.4334509217637267]"
22,"[8, 10, 6]","[0.9096770498058875, 1.6590670906070617, 1.8733273756108204]"
23,[10],[1.5239755822806023]
24,"[11, 6, 7, 8]","[0.11149060374205744, 2.9547183589623267, 0.44660380568980307, 0.17844444231245238]"
25,"[6, 10]","[1.3480866925987929, 0.994914735156007]"
26,"[11, 6, 9, 8]","[1.1193000211636877, 0.3384865204594355, 0.17358671443058926, 2.4593145375885728]"
27,[9],[1.263093711915285]
28,[6],[2.719026986578471]
29,"[7, 9, 8, 6]","[0.14990088292862613, 1.2813339506202988, 0.6425218755268265, 1.6641061251279399]"
30,"[8, 11, 7]","[2.939955260028449, 2.2998243117387442, 1.1364030731652763]"
31,"[7, 10]","[2.2247854551181536, 2.02869731210937]"
32,"[6, 9, 10]","[0.8618596122253896, 1.8014283961820694, 2.0424948377046643]"
33,"[11, 8]","[1.4309487783590713, 0.21958511722356056]"
34,"[8, 9]","[1.3926269816955386, 0.01941410699526369]"
35,"[11, 8, 10]","[1.9219053811007374, 1.681893373699159, 1.4449363993755642]"
36,"[10, 6, 8]","[1.1539719588906932, 1.284423915237704, 0.09766116473410724]"
37,[9],[0.5413486678464442]
38,"[6, 8, 7]","[3.5915756183919467, 0.17941307089622094, 0.8904854020839457]"
39,[11],[1.1734645607050886]
