task_Number,endpoints_location,bandwidth_demand
0,"[10, 9, 11]","[0.542077579596097, 1.4253933984696499, 0.9720288165302198]"
1,"[8, 9, 11, 10]","[0.6404468384594587, 0.18685371795554595, 1.1774261422537529, 0.5982190637917382]"
2,[7],[1.4310341492034047]
3,"[10, 7]","[2.5255072386625637, 1.377160611108241]"
4,"[8, 7]","[2.756107030157687, 1.9729799138053141]"
5,"[6, 10, 8, 9]","[0.5863810192402527, 0.25254518855924224, 2.922942026480385, 2.480514791434424]"
6,"[11, 10]","[1.0897307269013081, 1.1148538795445218]"
7,"[7, 8]","[0.3054321402686345, 0.8503654596723292]"
8,"[6, 11, 8, 7]","[2.2139059463589876, 0.8622331890596099, 0.5826773754263586, 0.5934634729776407]"
9,"[10, 6, 8]","[2.505838362785315, 1.1045209233433675, 0.7639568494222211]"
10,"[9, 8, 7, 10]","[1.5137938415420245, 0.3428229707825481, 0.3190209206876077, 1.3547696644226805]"
11,"[9, 11, 8, 6]","[3.2141411963167004, 1.4388714165313858, 1.6382597023506433, 3.015841384033298]"
12,"[10, 6, 11]","[2.1159384541230786, 2.3394530165479246, 1.4244124588283147]"
13,"[11, 9, 6]","[0.31045022224979946, 0.5444674964826568, 1.0174791590250567]"
14,"[10, 9, 8, 6]","[1.758932155211902, 1.9293994331265338, 1.5469520226895783, 0.1304076603487786]"
15,[11],[1.7717905512136674]
16,"[8, 6, 7]","[0.002432461161957389, 0.19996178560524014, 1.207075574054608]"
17,"[10, 7, 11, 6]","[1.2799245990432382, 0.901849610357042, 1.910178908092592, 1.317218215191302]"
18,"[10, 9]","[2.431840227383592, 2.139953393640292]"
19,[6],[1.0221212561672604]
20,"[6, 8]","[0.5277415958252809, 2.107624678074931]"
21,"[10, 9, 6]","[0.1260027678160318, 2.124005453087735, 0.7863629927752726]"
22,[8],[1.6915387510701865]
23,"[10, 8, 6, 11]","[0.9474327037304537, 1.1887785967938285, 1.5238910238342056, 1.0884220870446615]"
24,[8],[1.4453837440204305]
25,"[10, 7, 8]","[1.2376695771178068, 0.8441951881823351, 0.14048809914816707]"
26,[9],[0.1001088739677719]
27,"[6, 10, 9, 7]","[0.8514731194932798, 0.5043118025131679, 0.8824252070165897, 1.3731201607392756]"
28,"[10, 7, 8, 6]","[2.0777438059762625, 0.26932224713517516, 0.6151201908187245, 1.094351589317074]"
29,[7],[1.4282211430845477]
30,"[7, 6, 8, 11]","[1.1000372848106572, 1.4280809510569765, 1.2912283798673199, 0.9942310955991679]"
31,[6],[0.9105261960445831]
32,[6],[0.3615200990372309]
33,[11],[0.2607719104867948]
34,[7],[1.6313132674307464]
35,"[7, 6, 10]","[1.0037708890862693, 1.9318483741143035, 1.339964983801262]"
36,"[11, 10, 9, 8]","[2.029160942363983, 2.8343707952373194, 0.5089925339235745, 0.19053074605933118]"
37,[10],[1.2050130877189893]
38,"[8, 10, 7, 6]","[1.6814593079103117, 1.0319685987671139, 1.9993241968768443, 1.2276098543289276]"
39,"[11, 10, 9]","[1.355481792743769, 1.8145198224878665, 1.05892558918163]"
