,valuation coefficient
0,26.90029878677627
1,12.004931597030975
2,194.0450333139178
3,25.21464252714419
4,23.045496841808898
5,26.95529526945665
6,15.2914446473481
7,188.7872531354007
8,21.061728481571336
9,17.026568217295864
10,27.510723658318852
11,20.566382805520114
12,12.237471394949715
13,9.25699482542704
14,21.239732217500936
15,12.485089269449574
16,11.324200480137835
17,12.61460693797686
18,23.97905533749532
19,23.76704695064715
20,15.38957133479484
21,9.684649606212194
22,8.114789544182665
23,29.297703898781673
24,18.134572576434195
25,24.616148371789865
26,21.549409275851403
27,27.52793298359405
28,10.13273222278709
29,16.670584380297683
30,11.514580875452646
31,27.904539557943732
32,184.65631632691642
33,180.29823428966193
34,8.662724249785576
35,11.220140806436296
36,18.119618123606777
37,29.242350349741116
38,25.07842453375785
39,25.86840822720401
