,valuation coefficient
0,194.66653515358507
1,18.904220915368107
2,12.908867475847732
3,9.34770151267582
4,9.377780090937597
5,11.975003197818221
6,19.64882752973602
7,19.33708004534069
8,14.373139136699976
9,27.375053222282123
10,24.583114972077798
11,17.44428639839422
12,15.461588098498165
13,12.23829717116
14,14.380357268086478
15,19.351540079375674
16,18.50076118229272
17,24.15534207074883
18,8.521663025269426
19,19.484549489767872
20,22.704387820114448
21,24.22926310267148
22,23.545219808568486
23,26.723616447137992
24,23.497967221113527
25,15.663525215225485
26,17.186400617548294
27,16.176719831202867
28,22.567192620899924
29,20.84145535142416
30,189.59216270259734
31,21.35302218008352
32,27.348595509122315
33,183.36207992065695
34,14.10359618241991
35,181.63722360816288
36,28.035667931455315
37,24.995853238412007
38,26.995236384948953
39,29.799510668908795
