data_link, bandwidth_capacity
"(1, 2)",5.720802340797946
"(3, 2)",5.720802340797946
"(8, 2)",5.720802340797946
"(4, 10)",5.720802340797946
"(7, 1)",5.720802340797946
"(3, 0)",5.720802340797946
"(2, 8)",5.720802340797946
"(9, 3)",5.720802340797946
"(6, 0)",5.720802340797946
"(2, 1)",5.720802340797946
"(3, 9)",5.720802340797946
"(0, 5)",5.720802340797946
"(1, 4)",5.720802340797946
"(5, 4)",5.720802340797946
"(3, 4)",5.720802340797946
"(2, 5)",5.720802340797946
"(1, 0)",5.720802340797946
"(10, 4)",5.720802340797946
"(0, 1)",5.720802340797946
"(0, 3)",5.720802340797946
"(11, 5)",5.720802340797946
"(4, 1)",5.720802340797946
"(4, 3)",5.720802340797946
"(5, 11)",5.720802340797946
"(0, 6)",5.720802340797946
"(5, 0)",5.720802340797946
"(1, 7)",5.720802340797946
"(4, 5)",5.720802340797946
"(2, 3)",5.720802340797946
"(5, 2)",5.720802340797946
