data_link, bandwidth_capacity
"(1, 2)",5.084913298339786
"(3, 2)",5.084913298339786
"(8, 2)",5.084913298339786
"(4, 10)",5.084913298339786
"(7, 1)",5.084913298339786
"(3, 0)",5.084913298339786
"(2, 8)",5.084913298339786
"(9, 3)",5.084913298339786
"(6, 0)",5.084913298339786
"(2, 1)",5.084913298339786
"(3, 9)",5.084913298339786
"(0, 5)",5.084913298339786
"(1, 4)",5.084913298339786
"(5, 4)",5.084913298339786
"(3, 4)",5.084913298339786
"(2, 5)",5.084913298339786
"(1, 0)",5.084913298339786
"(10, 4)",5.084913298339786
"(0, 1)",5.084913298339786
"(0, 3)",5.084913298339786
"(11, 5)",5.084913298339786
"(4, 1)",5.084913298339786
"(4, 3)",5.084913298339786
"(5, 11)",5.084913298339786
"(0, 6)",5.084913298339786
"(5, 0)",5.084913298339786
"(1, 7)",5.084913298339786
"(4, 5)",5.084913298339786
"(2, 3)",5.084913298339786
"(5, 2)",5.084913298339786
