data_link, bandwidth_capacity
"(1, 2)",5.1152880428577205
"(3, 2)",5.1152880428577205
"(8, 2)",5.1152880428577205
"(4, 10)",5.1152880428577205
"(7, 1)",5.1152880428577205
"(3, 0)",5.1152880428577205
"(2, 8)",5.1152880428577205
"(9, 3)",5.1152880428577205
"(6, 0)",5.1152880428577205
"(2, 1)",5.1152880428577205
"(3, 9)",5.1152880428577205
"(0, 5)",5.1152880428577205
"(1, 4)",5.1152880428577205
"(5, 4)",5.1152880428577205
"(3, 4)",5.1152880428577205
"(2, 5)",5.1152880428577205
"(1, 0)",5.1152880428577205
"(10, 4)",5.1152880428577205
"(0, 1)",5.1152880428577205
"(0, 3)",5.1152880428577205
"(11, 5)",5.1152880428577205
"(4, 1)",5.1152880428577205
"(4, 3)",5.1152880428577205
"(5, 11)",5.1152880428577205
"(0, 6)",5.1152880428577205
"(5, 0)",5.1152880428577205
"(1, 7)",5.1152880428577205
"(4, 5)",5.1152880428577205
"(2, 3)",5.1152880428577205
"(5, 2)",5.1152880428577205
