task_Number,endpoints_location,bandwidth_demand
0,[6],[0.8010694656721041]
1,"[8, 6, 9]","[0.6497644367013482, 2.643235418841313, 1.2349283213102247]"
2,"[11, 10, 8]","[1.853623837927554, 0.7564824213101187, 2.3609914674873957]"
3,"[8, 7, 10, 11]","[0.8329306102465288, 0.9360036932220158, 0.8311742590634029, 3.0944014022956914]"
4,"[6, 9]","[0.9966054338075535, 2.37605987443455]"
5,[6],[0.9896977938377736]
6,[7],[1.9079584799567595]
7,"[11, 9]","[1.6233845405949117, 1.420159400363894]"
8,"[6, 11, 7]","[0.9136391600032139, 1.9407254653118904, 1.683353454785844]"
9,"[8, 10, 7]","[1.1781726169785804, 2.8212062954482366, 1.8639498852059364]"
10,[9],[1.2834058254914473]
11,"[10, 11]","[0.5921096071049583, 1.4054926613515035]"
12,[7],[0.8287210197278476]
13,"[8, 9, 11]","[0.6031676739288819, 0.9128389807943693, 2.6568562173205574]"
14,[7],[0.4447838297706329]
15,"[10, 7]","[1.1399307158571714, 0.4626461538055848]"
16,"[7, 9, 6]","[0.950450022841916, 0.05807792644898557, 0.1794395006145636]"
17,"[8, 9, 11, 10]","[1.0158220227859829, 0.7412897047975638, 1.442973065358386, 3.096607062348243]"
18,[7],[1.1422243348325245]
19,"[11, 8, 6, 10]","[0.5554817705408122, 1.4301233090690437, 0.8524114891792419, 1.5276549155565977]"
20,"[6, 9]","[0.3199585260536869, 0.4897498230051721]"
21,"[6, 7, 11, 10]","[0.1903065819914359, 2.52187961673193, 1.1619976156618794, 0.9784752926028847]"
22,"[8, 11, 9]","[2.482532976760965, 1.768935972496175, 0.21654192426086183]"
23,"[11, 10]","[1.973871418531437, 3.294958198483277]"
24,"[9, 8, 10]","[1.152536329578524, 2.5426847201786997, 1.9504764170334488]"
25,"[9, 7, 8, 10]","[0.8149753664098616, 2.5076014755481726, 2.450875120021586, 0.7096336406134575]"
26,"[11, 8, 6, 10]","[1.0027735212543594, 0.0658611510472844, 0.2963825440913077, 0.6167722744337256]"
27,"[6, 10, 8]","[1.2576952757258832, 1.7797505409512413, 1.6583602790738197]"
28,"[9, 8, 10]","[1.832940884525573, 0.9549821001074412, 0.8970943810004559]"
29,"[7, 10]","[1.9453712911293204, 2.3047782681022095]"
30,[9],[1.2964061049344602]
31,"[10, 8, 7]","[1.613101571646109, 0.8059055646658849, 0.6554119615878178]"
32,"[8, 6, 10, 11]","[1.6217789629393815, 1.0294226853055086, 1.7472799418200546, 1.685706107542775]"
33,"[7, 9, 10, 6]","[0.7940671516663612, 0.16158249030511795, 0.8625580140645933, 1.4348827943546678]"
34,[6],[1.1099764558096576]
35,"[11, 7, 6, 10]","[1.539725999823704, 0.5957170592631184, 0.48513151819450673, 0.17611917179333236]"
36,"[8, 7, 9, 11]","[3.0255820623158907, 0.016647932780960772, 0.015347438951341719, 0.9440584961548264]"
37,"[10, 6]","[2.0281924470576955, 2.2820097373459234]"
38,"[9, 6]","[2.495111647980602, 1.6692565275796234]"
39,"[7, 9]","[2.1808791901929707, 2.355114522721818]"
