task_Number,endpoints_location,bandwidth_demand
0,"[10, 7, 9, 11]","[1.0016521856514127, 1.0133509646367536, 2.141580229042552, 1.6778973440698417]"
1,"[10, 6, 9]","[1.1513038298333478, 2.655294996123635, 1.0729339276113474]"
2,"[9, 10]","[1.3076516156577453, 1.0255343989566679]"
3,[10],[0.792477892040424]
4,"[7, 9, 6, 10]","[1.635178608349007, 0.2972171351534544, 1.9162784850422856, 0.5243134156058233]"
5,"[8, 9, 6]","[1.6351360631655802, 1.8371007434293718, 2.527017854539055]"
6,"[9, 8, 11]","[1.4963547242742061, 1.3128545199580441, 0.626172538755562]"
7,[9],[0.9545599861135233]
8,[10],[1.9798762781759875]
9,"[9, 7, 6]","[2.2075535645166107, 0.07609695906834857, 1.2525087824629408]"
10,"[8, 10, 7]","[1.9048402795998123, 1.992350816352852, 0.7248113857915037]"
11,"[11, 6, 9]","[1.8947335002581829, 2.1866598764560345, 3.0363096696142162]"
12,[11],[1.8684022318898545]
13,"[8, 11]","[2.3182791090143633, 1.1573988077947814]"
14,"[7, 11, 6, 9]","[0.9184554887576166, 1.4472741871191621, 1.4366269644565133, 2.142912919956843]"
15,"[8, 11]","[1.9949681536293542, 1.5380965735722236]"
16,"[11, 6]","[0.44475766243136916, 0.36521068282626445]"
17,"[7, 10, 11, 8]","[0.04584107830232187, 0.5683273061662082, 0.512055823404381, 0.7253324807085676]"
18,"[9, 6, 10]","[0.0360454085121501, 0.7879265731178343, 2.987391252970153]"
19,"[11, 6]","[1.456702196697627, 1.2218372323342188]"
20,"[11, 7, 10]","[1.7154954052023845, 1.4341618542082308, 0.2568679669583397]"
21,"[10, 7, 9]","[0.42573950341160727, 2.694982909952171, 1.112448875699164]"
22,"[9, 11, 7, 10]","[0.27088602517411453, 1.8701347555469796, 1.8670839140622952, 0.019927793652308234]"
23,"[8, 7]","[0.7493970807175204, 1.0058337581799743]"
24,"[6, 9, 11]","[1.3906386587723323, 0.6875835937402595, 1.7701410839682636]"
25,"[9, 11, 6, 8]","[2.0920049462487853, 1.288641754106372, 1.7760953271492341, 0.5724946460512792]"
26,"[11, 6]","[0.4630979060014916, 1.2460520884497792]"
27,"[8, 9]","[2.11256908802458, 0.9440154313781894]"
28,[7],[1.8097409430782099]
29,"[8, 9, 6]","[3.3545277518456236, 1.1903065339888539, 0.6065200036794095]"
30,"[7, 11, 6, 8]","[1.645599523956149, 1.3666673524763926, 0.8120266259726696, 1.8436339064006244]"
31,"[8, 9]","[1.9859119333123605, 1.1509078819265255]"
32,"[9, 8]","[2.371262286015079, 1.5802123490210715]"
33,"[11, 9, 6]","[0.7295856406399319, 0.923097229011173, 2.1696787746393174]"
34,"[9, 6, 10, 11]","[0.09050767789491765, 1.5413164380833315, 2.6654161327986836, 2.68588930877705]"
35,[11],[0.9237296910754865]
36,[8],[0.7310648266202107]
37,"[10, 9]","[1.0666413917920172, 0.7361456445288073]"
38,[10],[0.5299698686393959]
39,"[6, 7, 8, 11]","[2.120439571840893, 0.704579060506, 0.4764993562005697, 0.2869099235114315]"
