,valuation coefficient
0,20.24590513155686
1,10.349159867861594
2,29.608928454045923
3,26.604785198541183
4,15.889473861039264
5,29.811272724832843
6,28.919162717775198
7,16.90850976841951
8,14.19341441110539
9,11.839590934731962
10,24.095591321322935
11,181.2555309224413
12,18.039122485506695
13,22.71588344812929
14,180.43913226282854
15,21.56244088850822
16,193.90627439237596
17,27.122156310350682
18,195.20421237600638
19,26.570291737378074
20,24.79706430136096
21,18.137482671096542
22,8.593649196046847
23,15.462433469700194
24,20.63878682687161
25,21.671460641741575
26,27.566913963701428
27,28.868889899635438
28,28.779963137458466
29,8.451611436350808
30,8.51207397726948
31,27.076010489290883
32,23.424356180021007
33,9.971464263056045
34,26.10742933372229
35,23.701944822134728
36,27.18783401647832
37,9.340859131936275
38,14.909556755771243
39,21.319272027154753
