data_link, bandwidth_capacity
"(1, 2)",5.4045130545726305
"(3, 2)",5.4045130545726305
"(8, 2)",5.4045130545726305
"(4, 10)",5.4045130545726305
"(7, 1)",5.4045130545726305
"(3, 0)",5.4045130545726305
"(2, 8)",5.4045130545726305
"(9, 3)",5.4045130545726305
"(6, 0)",5.4045130545726305
"(2, 1)",5.4045130545726305
"(3, 9)",5.4045130545726305
"(0, 5)",5.4045130545726305
"(1, 4)",5.4045130545726305
"(5, 4)",5.4045130545726305
"(3, 4)",5.4045130545726305
"(2, 5)",5.4045130545726305
"(1, 0)",5.4045130545726305
"(10, 4)",5.4045130545726305
"(0, 1)",5.4045130545726305
"(0, 3)",5.4045130545726305
"(11, 5)",5.4045130545726305
"(4, 1)",5.4045130545726305
"(4, 3)",5.4045130545726305
"(5, 11)",5.4045130545726305
"(0, 6)",5.4045130545726305
"(5, 0)",5.4045130545726305
"(1, 7)",5.4045130545726305
"(4, 5)",5.4045130545726305
"(2, 3)",5.4045130545726305
"(5, 2)",5.4045130545726305
