task_Number,endpoints_location,bandwidth_demand
0,"[10, 7, 8, 6]","[1.5304132645586601, 2.7626673567672073, 1.1083296054338165, 1.107803260193274]"
1,[10],[2.6514081141937935]
2,"[8, 10, 6, 9]","[0.942280406186962, 1.3068091486347029, 0.52915429702658, 1.5682151070975423]"
3,"[11, 7, 9, 8]","[1.9715627035268524, 2.737250990146424, 1.6707397223860845, 2.3292471930079]"
4,"[11, 9, 6]","[2.132602392715948, 0.4443763633370098, 0.3411412202115911]"
5,"[8, 11, 7, 9]","[2.5483335635536744, 0.366082699595751, 0.9340269725456967, 1.5573474041287787]"
6,"[7, 9]","[0.5904736213833731, 1.5620737549991492]"
7,"[7, 6, 8]","[1.7827692596212086, 2.8725415086084505, 1.565375698533988]"
8,[11],[0.9806757540850732]
9,[10],[0.9415978842736963]
10,[11],[1.6038606510566122]
11,[10],[2.3831430348530995]
12,"[9, 6]","[1.3973764941819982, 1.0137631637045283]"
13,"[10, 7, 11, 6]","[0.5129766103836322, 1.0446622624422417, 1.5438346555794074, 0.9446659805558002]"
14,"[6, 9]","[2.162689314850994, 0.45615612072848055]"
15,[10],[2.745349750942564]
16,"[6, 9]","[0.899177731921591, 0.28678009294962337]"
17,"[9, 10, 6, 7]","[1.8183433724321985, 1.5761665169833172, 0.5125283438244399, 1.4381763475557134]"
18,"[7, 10]","[2.495646617867419, 0.6294191542494418]"
19,"[6, 8, 9, 11]","[0.43701291627731476, 1.9979013620765, 0.8825465053197452, 2.9724068262607997]"
20,[6],[2.0412448243287287]
21,[9],[0.8347191368816207]
22,"[10, 7, 8, 9]","[1.0322824461269289, 1.7276193391042451, 2.407429212205388, 0.61357907742726]"
23,[9],[2.4998896456793407]
24,"[10, 7, 9, 8]","[1.0706643526332846, 1.3501386676966656, 1.797317102146979, 1.6914146882543881]"
25,"[11, 10, 8]","[0.11322463896442614, 1.080337398241196, 0.5769609869217216]"
26,"[11, 9]","[0.993475151108936, 1.070529759516587]"
27,"[10, 11]","[1.1081702209806692, 0.9515420240935831]"
28,[11],[0.9426500818193502]
29,"[11, 8, 10, 6]","[1.1196913619912294, 2.547271193398806, 0.7827918178586003, 0.14957579449137437]"
30,"[6, 11, 9, 7]","[1.274346845318827, 0.9829501577418118, 1.0738950333481467, 2.11928335183123]"
31,"[7, 9, 11, 10]","[1.3097327551019662, 0.8199304117658128, 0.5449967747392674, 0.6710541615340821]"
32,"[8, 9, 7]","[0.3945553739154867, 0.8688338751594756, 2.3075365905468503]"
33,"[11, 8]","[1.2411513015759157, 0.39960908305988796]"
34,"[6, 10, 7, 8]","[2.380807252468192, 0.6274819326785662, 3.165650887396548, 1.2799223682282463]"
35,"[8, 11, 9, 6]","[2.9531618978425507, 1.1995371660918157, 1.9831897085531724, 0.525398213918332]"
36,"[6, 7, 10]","[1.2569683533922893, 0.7790378111072904, 1.4524673455430492]"
37,[7],[1.3269637393504292]
38,"[11, 6, 9, 8]","[1.1736777572263006, 1.0443288019212997, 0.9154325599948913, 0.8097916522797572]"
39,[10],[1.811860499447935]
