task_Number,endpoints_location,bandwidth_demand
0,"[8, 7]","[2.1350507625254003, 0.7380989929119959]"
1,"[9, 6, 10]","[0.5437861708685972, 1.21988774957952, 2.338545701873591]"
2,"[8, 7, 11, 10]","[0.9696397181872679, 0.13389036501744667, 1.791851678241056, 0.5758825172755071]"
3,"[8, 11]","[1.4463337315489277, 1.3901615174372126]"
4,"[9, 8, 11, 6]","[0.27010108922296405, 1.7395145250069226, 1.2888991344667482, 3.1944127950569987]"
5,"[9, 11]","[2.350560626709963, 1.0480411186335818]"
6,[8],[1.297336603110888]
7,[11],[1.9138511083468697]
8,"[6, 10, 8, 11]","[1.4753620652669301, 3.4268773167785618, 0.606151629303986, 0.9786677788847918]"
9,"[10, 7, 8]","[0.45762994945027513, 0.7415872445403597, 2.3006125290880233]"
10,[11],[1.6402184293571775]
11,"[9, 11, 7]","[2.5711952806532024, 1.3642409341281583, 2.9387297929947627]"
12,"[8, 9, 11]","[1.4783883063305847, 0.2863487103212461, 1.0929847238285224]"
13,"[11, 7, 10]","[0.48385773356332984, 0.9688009922429663, 2.6561016556406374]"
14,[11],[1.2120255870446563]
15,"[6, 11, 9]","[1.1177468224758365, 1.3742650105944167, 2.450798329707127]"
16,"[7, 6, 8, 9]","[1.5783598862954262, 0.5663477114469956, 1.5940989127311473, 2.2360111851066105]"
17,"[10, 7, 11, 6]","[1.828129283143536, 1.639552135215784, 1.7719508580627636, 2.2740742987309313]"
18,"[7, 9, 6]","[1.8013052019639355, 2.0386341939323227, 1.138960153862276]"
19,"[10, 6, 11, 9]","[1.8117727478807726, 0.9083414910354939, 3.52211642037936, 2.414656947579159]"
20,[8],[1.1184557808558977]
21,"[10, 11, 8, 6]","[1.5619044920411715, 1.9920093884906271, 1.6590672429423567, 2.0941303773412256]"
22,"[6, 9, 11]","[1.933155968882148, 0.3558747101272387, 1.6713152157956273]"
23,"[11, 10, 7, 8]","[0.2435408562686061, 1.6076680415445819, 1.8625299008199323, 2.6627021095839525]"
24,[7],[0.8508588002774471]
25,"[9, 7]","[1.120907368048862, 0.5453718691006113]"
26,"[6, 7, 8, 9]","[1.3726671629563163, 0.47985421979125376, 2.8777448417675457, 0.948356265574847]"
27,"[8, 11, 7, 6]","[2.089156505081621, 1.6117537515164795, 0.10605342330725309, 0.20547773240516798]"
28,[11],[0.640902925522767]
29,[7],[2.930660480891091]
30,"[7, 11, 9, 6]","[0.38901099923664695, 0.13152847104782273, 0.622605064156823, 3.1054709300463377]"
31,[11],[2.2252122664743084]
32,"[10, 7, 8, 11]","[2.025298904888535, 0.16597475137488504, 1.2059566579193888, 1.452961734641424]"
33,"[8, 7, 6]","[0.6959733489423885, 1.7335032680360964, 0.06308794902277148]"
34,"[6, 9]","[2.100123896726993, 0.4627627611029781]"
35,[7],[1.211922027629891]
36,[10],[0.4806047286312628]
37,[9],[1.787565100101263]
38,"[9, 10, 7]","[0.3400163923969174, 1.4333388196024022, 0.43682477196664793]"
39,"[8, 7, 11, 6]","[1.0701724493261444, 0.5679354712223539, 0.7046566857619914, 1.4050153913564014]"
