task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 6]","[0.1252296168542717, 1.5193676425015168, 3.5228069884381057]"
1,[8],[1.0642129456065876]
2,[10],[0.6937110874311676]
3,"[9, 10, 6, 7]","[1.7494809479112314, 0.5341816277090955, 0.7225607294780221, 1.0354995338775688]"
4,[10],[0.9652256540132685]
5,[10],[1.0389224496336422]
6,"[11, 6]","[1.3562024287064274, 2.37735466169896]"
7,"[11, 9, 7]","[1.9455929841367137, 1.3141961842969216, 1.57131700163812]"
8,"[11, 9]","[0.7810628488322788, 1.577609526774745]"
9,"[11, 9, 7, 6]","[1.6265221503740084, 0.9669432277025326, 2.7253150145472667, 0.8301906282040731]"
10,[7],[1.5503456784837297]
11,"[6, 11, 7, 8]","[0.011822615268971992, 1.4739268063937296, 0.914037235375577, 1.6730783941121428]"
12,"[10, 6]","[1.4651942590737141, 0.4823781095747717]"
13,"[11, 9, 6, 7]","[0.8986847256929504, 2.429326940590629, 1.542658336860379, 0.6752692491850327]"
14,"[7, 11, 9, 6]","[0.33067411519954115, 2.5412474728918815, 0.6591821048270605, 0.40284256303109867]"
15,"[8, 7, 9]","[0.455646624960503, 1.1418366022210624, 0.5715719784023661]"
16,"[8, 11, 6, 9]","[0.878990418346423, 1.8352808611135285, 0.14807971209554738, 0.08511475629587362]"
17,[11],[0.6096880919836136]
18,[6],[1.1614304444165842]
19,"[9, 6, 11]","[2.7650287012980925, 2.1417129421767895, 2.341295829848506]"
20,"[9, 7, 6]","[0.4673889470786946, 1.9360275738165211, 1.179254414071734]"
21,"[7, 9, 6]","[2.7823114061762944, 0.5746309592645338, 1.6045518475112575]"
22,"[10, 6]","[0.9785984070782642, 0.8617498255354183]"
23,"[6, 10, 7]","[0.725754120547456, 1.3712104161766343, 0.3788549660416275]"
24,"[7, 8, 6]","[0.6456277510611459, 1.8604363463064622, 0.1276497969808963]"
25,"[6, 7]","[0.7403945323936805, 1.1353217807536962]"
26,"[10, 6, 11]","[1.3481105051935727, 1.4583423689039716, 1.1635457974715089]"
27,"[10, 9, 7, 11]","[0.8319040924221421, 1.1830519826636774, 0.8995163604989864, 1.6947264248500487]"
28,"[6, 9]","[2.1926914554912083, 1.867674715795867]"
29,"[7, 6, 11]","[1.4157391326315072, 1.2444493943062922, 1.348480714563291]"
30,"[7, 10, 6]","[1.3399483026702605, 0.873031102641149, 0.9827932074350121]"
31,"[6, 8]","[1.2535597990430465, 1.259348013027687]"
32,"[10, 11, 7, 8]","[2.3848670129893863, 2.6085112941219344, 2.2928648869789905, 0.6040917229006255]"
33,[8],[2.6599050027958113]
34,"[11, 10]","[1.263125570958425, 1.4231600235057589]"
35,[6],[0.444825361189747]
36,"[6, 9, 7]","[0.04820527918712725, 1.36751462346269, 0.44783810501520716]"
37,[7],[1.5506648270233405]
38,[10],[1.7686409307425879]
39,"[10, 6, 8]","[2.3525791085302297, 3.2515000512139367, 0.700114025173922]"
