,valuation coefficient
0,187.7410227289275
1,22.549526438366964
2,19.935347517589435
3,20.14400479054798
4,17.100651874773803
5,27.63233179376985
6,29.716114134026338
7,190.94616347724926
8,18.350946067129975
9,28.86093967077329
10,20.748909635519883
11,21.838458736259454
12,26.596202359234013
13,8.459139419287043
14,17.289694421613667
15,23.91771877337208
16,12.481516587720419
17,23.020515770032368
18,20.323413332476548
19,19.314778318367697
20,23.323975148341965
21,14.197011709092838
22,25.362850802681564
23,14.917899814195207
24,22.48392298533723
25,183.04033630480777
26,25.71463426974626
27,15.040519949190216
28,19.138477923906006
29,19.11634058491139
30,188.54580932795494
31,22.53134815082811
32,29.092350202410852
33,13.386111500282826
34,8.280475862325229
35,23.186389932119077
36,16.402566927178032
37,16.9176483247902
38,21.82542139457845
39,13.533317688745377
