task_Number,endpoints_location,bandwidth_demand
0,"[6, 11, 8]","[1.341260001088489, 1.301878207705828, 2.0702864652984134]"
1,[10],[0.37001818862855473]
2,"[8, 11, 10, 7]","[0.042365874873920295, 1.1882224736235778, 0.3328366616510464, 1.1361874068419495]"
3,"[7, 11, 10, 9]","[1.0952557481958505, 1.1163403934578964, 1.0598306930594563, 1.614555215641649]"
4,[6],[2.262863946672388]
5,"[11, 10, 6, 8]","[1.031741742342494, 0.3124898122847133, 0.6671093815016405, 0.07830444621474086]"
6,"[9, 11]","[1.6890162196321952, 2.4257776049909143]"
7,"[11, 6]","[0.4836397562531255, 1.6402037071253937]"
8,"[11, 9]","[1.402927309806754, 1.0779558172120633]"
9,[8],[1.9097380525854193]
10,"[6, 9]","[2.286809715422473, 0.42059844382914824]"
11,"[8, 7]","[1.1296744591300805, 1.6058998920051164]"
12,"[10, 8]","[1.574697908980863, 0.39670941791247083]"
13,"[10, 7, 11]","[0.8328460290009098, 0.4857436962064353, 1.7243650958214558]"
14,"[6, 9, 8, 10]","[0.47020861365240674, 2.5421904784450513, 0.20044722655215375, 1.9939431144171929]"
15,"[6, 10, 11]","[2.3264194579449495, 1.8718283014708836, 0.6547589767531593]"
16,"[7, 9, 11]","[1.5875306795955355, 2.0604925919348878, 0.8179136927055153]"
17,"[8, 10, 6]","[1.0900365959605471, 1.5070142884383932, 1.3060292176533514]"
18,"[7, 6]","[0.07074224792729811, 1.6093473749524678]"
19,"[9, 7, 8]","[1.4403786509365704, 1.1192173129038476, 1.6219702868723571]"
20,"[10, 11]","[1.5935014324810715, 0.5655813438145323]"
21,[9],[0.9925478211369851]
22,"[6, 8, 9, 7]","[3.2075061376349687, 0.7987408739313141, 0.3455238955805494, 0.07519156069920141]"
23,"[8, 6, 11, 10]","[1.5062555718771455, 0.5368312106616864, 1.222771518660391, 2.4268808719883967]"
24,"[8, 7, 9, 10]","[1.8164421872077932, 0.8415237365139852, 1.9364161284363166, 2.0652937023044347]"
25,[10],[1.9130398691542083]
26,"[6, 10, 7, 11]","[1.331230803773232, 0.5233480638528978, 1.609676174738342, 0.39964340402867027]"
27,"[7, 9, 6]","[1.1065007104512743, 2.8104046020766305, 1.681786718338604]"
28,"[8, 11]","[2.397042299265147, 0.0753454651337454]"
29,"[6, 9, 8]","[1.4088892251727867, 1.7722359866084232, 1.815798818837521]"
30,[11],[1.1011078707707702]
31,[6],[1.9657065326588783]
32,"[8, 11, 6]","[0.48795063243407677, 1.8463008785625852, 0.9348830002809034]"
33,[8],[3.0377668049486997]
34,"[9, 11, 8]","[1.2811268604438384, 0.8239247809051482, 0.11057474894960606]"
35,[10],[2.105072558634876]
36,"[6, 10]","[0.8328087006057108, 0.47576662584072504]"
37,[6],[1.5841535429851237]
38,[8],[2.9435108588127528]
39,"[7, 9]","[1.5477283607606327, 0.787327204282642]"
