,valuation coefficient
0,12.01006305350163
1,27.389176821893816
2,12.664684644811208
3,28.431102398578272
4,8.095474469575622
5,19.617523091093922
6,29.433103458964865
7,14.412267999448249
8,11.880972472086746
9,11.729387603247512
10,14.130067384919013
11,192.69458964646964
12,187.80958192268068
13,10.77223756055677
14,11.975904813220268
15,27.738871910886743
16,15.457082451515191
17,15.040116988303097
18,8.811038373098734
19,24.836224987853416
20,12.573706120605351
21,182.52441012990053
22,10.43073232824337
23,9.371557523670953
24,10.340245602750514
25,199.2996932866774
26,24.38950335908964
27,8.636515595398407
28,16.654135602203823
29,18.23020841396636
30,27.42358408089053
31,22.577128742741664
32,19.366323467663367
33,9.458735603169442
34,12.684367134836904
35,13.431108859931337
36,17.794543367129123
37,10.284557232924914
38,13.727523945362844
39,23.354355179174274
