task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 10]","[2.540636691438629, 0.26879441133278614, 1.1612989028833627]"
1,"[7, 6]","[2.802174725464515, 1.1328867848201647]"
2,[8],[0.6545353551500744]
3,"[11, 9, 6, 8]","[1.7743039526676174, 2.2785694008762665, 1.7052760193442764, 1.6559773808298164]"
4,[9],[0.9316209727011767]
5,"[7, 9, 11, 10]","[0.676536300139005, 1.247751368700399, 2.487428940027522, 1.7410102986346714]"
6,"[9, 7]","[0.9046900752245359, 1.736881996937518]"
7,"[7, 9, 11, 8]","[1.696173006346742, 1.648570991474105, 2.513361388803693, 2.264173072525708]"
8,"[8, 6, 10, 7]","[0.8682830740149237, 1.6678942807361692, 2.1636397276807675, 2.4706683285906963]"
9,"[8, 9, 6]","[1.0486277453530002, 1.091274677594945, 2.7035786411601404]"
10,[8],[0.7434256181302741]
11,"[10, 6, 9]","[2.1605669098752522, 2.24447986727617, 0.8719178533547797]"
12,"[7, 8]","[1.502651727811902, 1.2095590563795127]"
13,[10],[1.3506161392972449]
14,"[6, 9, 7]","[1.1735447775152528, 0.9942606914819939, 1.3349430213938218]"
15,"[10, 9, 6, 7]","[0.21831785321324637, 0.5134137505847001, 0.7355509467505897, 1.4115451165048962]"
16,"[7, 11, 10]","[0.5694505382504081, 1.81389190275416, 0.1268532976403628]"
17,"[11, 9, 7, 8]","[0.8806481574933104, 0.4061893569641284, 1.4812674269803139, 1.4662589325605575]"
18,"[11, 7, 6]","[0.8138442642630074, 0.8781808452203077, 0.3911568064404286]"
19,[6],[0.7880602243419856]
20,[6],[2.8527670784222856]
21,"[7, 9, 10, 6]","[0.4020339184568038, 1.7517598813120538, 0.584189512572705, 0.5766147075466712]"
22,"[9, 6, 7]","[0.3348386284243088, 0.7397724451255072, 1.690739303996382]"
23,"[8, 10, 6, 7]","[1.4705761114854017, 1.185824367716124, 1.561163133172012, 0.9065324219707499]"
24,"[8, 7]","[1.0148484030247613, 0.8574469545808331]"
25,"[10, 9]","[1.117286617072312, 1.1527110592173537]"
26,"[7, 6]","[0.680079553034552, 0.6588790632894341]"
27,"[11, 7]","[2.1880587546857733, 2.0203861588532632]"
28,"[9, 8]","[1.3199681085623052, 1.5955682401514222]"
29,[10],[2.4386996707405837]
30,[9],[2.2064696618911905]
31,"[7, 8]","[0.582040237340633, 1.1669100880537684]"
32,"[11, 9]","[0.4668511792092296, 0.3560612122581871]"
33,"[6, 7]","[1.0527283010552775, 0.7396071491724396]"
34,"[11, 10, 7, 8]","[0.5544412036517228, 0.9645008014490176, 0.9818244707241878, 1.6091204412096785]"
35,"[9, 6, 10]","[1.2533561670345756, 2.5015045279927355, 1.0611486331295243]"
36,"[6, 7, 8, 11]","[2.2173954065976824, 1.1263783191182275, 0.261743895530792, 0.2588095504350143]"
37,"[7, 9, 11, 6]","[0.3275367087510406, 0.6893631296586251, 0.017944377420676005, 0.6888282059235622]"
38,"[10, 8, 9]","[1.2645121553944716, 0.7766111819511782, 0.5992958981600356]"
39,"[7, 8, 6, 11]","[0.9369015756399273, 1.5762706655028262, 0.005753227415394746, 1.7376489829530528]"
