,valuation coefficient
0,11.497330840201434
1,21.306601434391013
2,191.3320290841315
3,13.824063614235893
4,28.96047825337367
5,19.73053758616626
6,20.635155474690734
7,23.48554883788806
8,23.3434330091804
9,18.195921502458624
10,29.832720775549916
11,17.946398770735364
12,21.354991344561938
13,27.198314419842696
14,12.564341659704407
15,18.18930439978293
16,198.07439479491867
17,25.273364064509032
18,14.446446259171527
19,17.050193108834634
20,14.70080467486997
21,23.99497377964922
22,26.19114810217411
23,13.707296415597808
24,192.9114048891201
25,11.234305687553627
26,189.4644134789142
27,21.67692679663394
28,15.847551588855943
29,8.343333417830221
30,16.276984633988118
31,9.436692557339164
32,26.096307929937865
33,17.879835409428374
34,18.76920523435591
35,19.08653946134758
36,28.684613165804883
37,29.125649256247947
38,16.948133608386463
39,19.661956591102907
