task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 10, 7]","[0.3896865809958244, 0.12695102959898286, 1.1564690343768853, 1.2865520650221627]"
1,"[10, 11, 8]","[0.21542088466197507, 1.029417463850214, 0.011928607517943335]"
2,[8],[1.0096542821411378]
3,"[6, 7, 10]","[1.1798398849990939, 0.2729110142502408, 1.3074181264655502]"
4,"[8, 10, 11]","[2.031114458921742, 1.3794006120781361, 0.6208235654274479]"
5,"[11, 7, 10, 6]","[1.42614663969031, 0.5723204018761956, 2.242869549603737, 0.2647830438999236]"
6,[9],[0.7640971646018516]
7,"[6, 10, 9, 11]","[0.729767607990842, 1.8123413299768205, 1.4997401448651728, 1.4743472978718004]"
8,"[6, 8, 9, 11]","[1.6672230298260025, 1.2140117173474845, 1.971046957994003, 0.911507412897083]"
9,"[6, 11, 7]","[0.695518796800831, 0.8602667904493392, 2.3603175561029808]"
10,"[7, 6, 8, 11]","[1.3253269515569996, 2.1719758107665936, 3.002025728933104, 0.6140581745586338]"
11,"[10, 9]","[1.1684151920218808, 2.0251040742332966]"
12,"[8, 9, 6, 7]","[1.4201882872356264, 2.251394599009999, 2.2417575096714657, 1.778233467168881]"
13,"[8, 10, 9]","[0.7307065102492458, 0.889149278946993, 0.6587382837934141]"
14,"[7, 10]","[1.0311931837734067, 1.379469843677657]"
15,"[11, 10, 8, 6]","[1.2786835167270545, 1.5795416155732296, 1.5796897791443336, 0.7251224534340653]"
16,"[9, 10]","[0.3684782375223752, 0.7402662470101034]"
17,"[9, 10, 11]","[1.9078976312922502, 1.3911165149864693, 1.6917119873060813]"
18,[10],[1.1903520738333013]
19,[11],[1.3634455621350288]
20,"[9, 8]","[1.743391454835077, 0.6764662579992509]"
21,[10],[1.436269232730716]
22,"[6, 7, 11]","[0.7510292316572011, 0.12382801360797246, 0.7837599463618143]"
23,"[9, 8]","[0.8081230904106661, 2.705341566625494]"
24,"[7, 8]","[1.278033712022871, 1.6683168667415278]"
25,"[8, 10, 9, 6]","[1.228767150141246, 1.0150098796232954, 0.7736693685423639, 2.0371295067389603]"
26,[11],[1.7281788041018145]
27,"[9, 11]","[0.8019467251838106, 2.283488041432891]"
28,"[10, 8]","[1.0423028598499962, 0.24213767301780853]"
29,[6],[1.4930336750714588]
30,[7],[1.2013399670196192]
31,"[10, 6, 8, 11]","[2.719034681084503, 0.6761402162146537, 0.8117031415063332, 0.09999143019083923]"
32,"[8, 7]","[1.3492697685327906, 0.8412968363912334]"
33,"[9, 10, 6]","[0.025245558909520294, 0.829918417803943, 1.1829467302930736]"
34,"[11, 8, 9, 10]","[1.1350776724846987, 1.6907772729156427, 0.5208770546856474, 1.3600507280808367]"
35,"[11, 7, 9, 6]","[1.8708816247519238, 2.0876073328351143, 1.0735000938437458, 1.8509835264851935]"
36,"[7, 10, 9, 11]","[1.2440269381404947, 2.5340902893038644, 0.47008590136632344, 0.5090277174341531]"
37,"[9, 6]","[2.405924545135022, 1.0814970628710165]"
38,"[6, 7]","[0.4700111357854857, 2.6980589922472507]"
39,"[9, 7, 6, 10]","[0.27815983682088663, 0.4748268841154899, 1.0257962820133244, 1.0399056164400569]"
