task_Number,endpoints_location,bandwidth_demand
0,"[10, 9]","[0.41348774574604075, 1.7559385321506698]"
1,[11],[1.1128787734490089]
2,"[7, 9, 8]","[0.22951623525725284, 0.8527428221531601, 1.4932931486745415]"
3,[8],[0.6991568206694828]
4,"[7, 11, 10]","[1.6351295351404316, 0.6194064835029419, 2.448498705331987]"
5,[7],[0.5629612960067563]
6,"[7, 11, 10]","[1.4618739213959837, 1.1607256001124842, 1.2123683163493584]"
7,"[7, 6]","[1.965276020227396, 0.6083931184903116]"
8,"[7, 6, 8]","[1.245785854499406, 0.9970191503856421, 0.6399793861995648]"
9,"[6, 10]","[1.509235433502288, 1.7042637424145446]"
10,[8],[0.6079400274647968]
11,"[9, 6]","[1.0848836229316123, 1.7554899564750528]"
12,"[11, 9, 7, 8]","[0.9601835247951381, 0.4073405490107782, 1.2610994953492052, 1.2278834859243555]"
13,"[7, 10, 9, 8]","[0.7911676069153211, 0.8022852668532139, 1.3922175763592048, 0.07877111884177723]"
14,[9],[1.7078083708703944]
15,"[11, 10, 6, 7]","[0.3335653392196687, 0.034041889212265364, 1.383457788335782, 0.749941122074981]"
16,"[11, 7, 6]","[1.7380160386029546, 2.547366348479211, 0.6984057394771255]"
17,"[7, 8, 9]","[1.9716665691261723, 1.424569210527108, 0.9317689053997527]"
18,"[11, 8, 6, 10]","[1.7385124977880366, 0.83445243266734, 2.473589256445347, 1.2166664174837707]"
19,"[7, 8, 6]","[1.252310369150938, 1.7812383253974098, 1.7708754465163032]"
20,[10],[1.1495765898978187]
21,[11],[1.101714415211889]
22,"[9, 10]","[0.3775092616122534, 1.702278737684687]"
23,"[9, 10]","[1.3857786460326187, 2.9402097468625916]"
24,"[11, 8, 9, 6]","[1.9421324336391366, 1.526370996395669, 2.229926945613439, 0.7318242369068242]"
25,"[10, 11, 7, 9]","[3.460890407498904, 0.08814470099449889, 1.2593582544860782, 0.5265000619516758]"
26,"[8, 11, 10]","[1.4548552036680904, 0.6613623262654492, 0.7544795565341081]"
27,"[9, 7, 6]","[1.890367483474573, 0.8172385290073341, 1.9288205087205887]"
28,"[11, 6, 9, 8]","[1.106635630327559, 0.7439598187023695, 2.550909330729327, 0.4365450476984011]"
29,"[11, 6, 9]","[2.968615295162311, 2.179054069711432, 0.8440967445030119]"
30,[6],[1.9084815051599215]
31,"[11, 7, 10]","[0.9533868507762595, 2.1100230875465216, 1.022904037483141]"
32,"[6, 10, 11, 7]","[2.391124979459585, 3.0091068947495083, 0.26921316129208117, 2.7432101769307664]"
33,"[10, 11]","[2.114994115644949, 1.3589096297539445]"
34,[7],[1.3114997677392237]
35,"[9, 6, 7]","[0.980876879403893, 1.737961287581021, 0.10479858543082188]"
36,"[9, 10, 11, 6]","[2.136095872803725, 2.1459936012060905, 0.42598906095469313, 1.0292935227300721]"
37,"[8, 10, 9, 7]","[1.0207557992632101, 0.6942902740634667, 2.0724737877381845, 1.9579321052278478]"
38,"[11, 9]","[0.5801936845602, 0.2563291404607807]"
39,[6],[2.5841929186662274]
