task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 7, 9]","[2.4379223533911025, 1.1385215404226758, 0.8177028200697607, 0.3191772932459699]"
1,"[11, 6, 8]","[2.758859298813654, 0.005663734122812625, 2.056286321567992]"
2,"[10, 11]","[0.6107194502702888, 1.6664988002902237]"
3,"[11, 7, 9, 10]","[0.8338702857009533, 0.978182957010041, 0.27521943000870763, 0.856154829381416]"
4,"[9, 10, 6, 7]","[2.057757873647321, 0.4320950946688531, 0.4050181593231368, 1.2283442440973695]"
5,"[8, 11]","[1.5714999567793755, 0.27986442595729655]"
6,"[6, 8, 11, 7]","[0.9539386791851201, 0.14994181237242354, 1.947070073192093, 2.078220273702419]"
7,"[10, 11, 7]","[3.1794559723347353, 2.1928866682816004, 2.9818730456025264]"
8,"[10, 6, 8]","[0.850430413142202, 0.32593103353655595, 1.4414424967019437]"
9,[7],[0.9587065584823502]
10,[9],[1.4065406278718655]
11,[11],[1.323193407189874]
12,"[9, 11]","[0.5180632083935364, 1.066921859263799]"
13,"[11, 7]","[2.468532954462866, 1.6458030268307926]"
14,"[9, 10]","[1.7004842812707102, 2.550069852009284]"
15,[8],[2.1026198117030517]
16,"[10, 8, 6]","[1.750885906644656, 0.5572706871688272, 2.5612240280204377]"
17,"[11, 9, 10]","[0.2585195586434188, 0.17361604696864963, 0.670786651015222]"
18,"[7, 6, 11, 10]","[1.3374498744732148, 1.1293606713694821, 0.8200534400021302, 0.4203314251054868]"
19,"[9, 8, 11, 6]","[0.7592389892607273, 0.9800566853544858, 2.571340623375802, 2.8727149078801313]"
20,"[9, 8]","[1.931955312607756, 0.4638141069276479]"
21,"[9, 11]","[0.8446424474347037, 0.4238744258775641]"
22,"[7, 10, 8]","[1.8484864190395753, 2.6211358480685627, 1.1673768432726062]"
23,[8],[0.5667289295669372]
24,"[8, 6, 10]","[1.822834580509773, 0.48461928696332235, 0.5079962538979308]"
25,"[9, 7, 11]","[0.4422253432494444, 1.2680430661838988, 0.48347507244625487]"
26,"[7, 9]","[1.0172714378830814, 0.9016475181027463]"
27,"[9, 11, 8]","[2.2819458770784093, 1.2086263101193981, 2.147172631444067]"
28,"[8, 9, 7, 6]","[0.49099127711846646, 1.0105398245517636, 0.02107087766877458, 2.987722657180366]"
29,[8],[1.0221263077829656]
30,"[6, 8, 9]","[0.3537144394071664, 1.0618585103772948, 0.27757528880459204]"
31,"[9, 10, 6, 7]","[0.9962014928542805, 1.4498695060364357, 1.9935911696062718, 1.6833285136539535]"
32,"[11, 10, 6]","[0.5214408447562728, 0.2420628480268705, 1.1170713289502556]"
33,[11],[2.007762392821384]
34,"[8, 7, 11]","[1.6518813567039334, 0.6702325448492719, 1.0024327510930686]"
35,[6],[1.0524853189253913]
36,[6],[0.6544133973387287]
37,"[6, 8, 9, 10]","[1.8157955242211985, 1.7535147556669028, 0.5776226523093834, 1.2521789868208553]"
38,[11],[0.8848460340951129]
39,[7],[4.893895262369792]
