task_Number,endpoints_location,bandwidth_demand
0,[8],[0.037948781155670686]
1,"[10, 6]","[0.8253684405411582, 1.1344831119117142]"
2,"[9, 11, 6, 7]","[2.748885520738547, 3.3610080141699643, 0.9476440227480601, 0.001528441169775463]"
3,"[6, 9, 8, 10]","[1.0669688199126917, 1.2049651488653224, 0.11088572048086831, 1.176096549694882]"
4,"[7, 10, 8, 9]","[0.6521492683682713, 0.8191724052806453, 2.2679211248049467, 1.3747511154543646]"
5,"[6, 7]","[1.5063011611377766, 1.3029167781114634]"
6,"[7, 8]","[3.6995380719512267, 0.7087301311312569]"
7,"[7, 11, 10]","[2.092044738318288, 0.3456472477643926, 0.3969834218050726]"
8,[8],[1.8158009104178143]
9,"[9, 6, 8, 11]","[1.020048935717094, 1.37180626502906, 2.663172023037347, 1.4775329540512483]"
10,[9],[1.1838034642453625]
11,"[6, 8, 10]","[1.0420217238058118, 1.6020314954200057, 0.629337008037752]"
12,"[7, 10, 9, 6]","[2.014355939491076, 1.9609451828653546, 1.6903716495148835, 0.09582067428933383]"
13,[7],[0.4041074695670418]
14,"[6, 8, 9, 10]","[1.2732935530514409, 0.7561634703567001, 0.7914129687674851, 1.5136617733129567]"
15,"[6, 9, 10]","[1.2945453730264516, 2.1950590531665712, 0.37041041973442046]"
16,"[7, 9]","[0.31084761034995223, 0.8787303762730362]"
17,[10],[1.8456535297592338]
18,"[11, 7, 6]","[0.10034554836521337, 1.4308571145547553, 1.3767060055082463]"
19,"[11, 10, 9]","[0.44716364619045823, 0.42412427063948066, 0.42349712497516245]"
20,"[10, 6, 8]","[1.6129870338203856, 1.3943961558243572, 1.0658378141840676]"
21,"[11, 9]","[2.555283403727678, 1.6457807460103455]"
22,"[7, 11]","[0.566376180879602, 1.587065997088115]"
23,[7],[1.9677187809164622]
24,"[11, 10]","[0.7675779285912587, 1.8894551467977534]"
25,"[6, 9]","[3.120511006001501, 0.8719221479824071]"
26,"[6, 9, 11]","[0.41398591480831537, 1.422652741503384, 2.6517477220885044]"
27,"[11, 9]","[2.736287547522002, 1.5411432622606887]"
28,[11],[2.171217565245718]
29,[10],[1.7226138156694493]
30,"[8, 11]","[1.0805270440599157, 1.1802287630047847]"
31,"[7, 6, 9]","[2.4956460701558276, 0.36479418878836456, 0.0014906477380119965]"
32,"[10, 8, 6, 9]","[2.438302922919683, 0.8847551314248007, 0.820729156274594, 1.5749702150708944]"
33,"[6, 10, 9, 8]","[1.2876311401053997, 0.3638447836058747, 1.1752852288888669, 1.4994964532245716]"
34,[10],[0.9381451115606028]
35,"[8, 11]","[2.4556344186534926, 1.8118908473481772]"
36,"[9, 8, 6, 7]","[1.8824814177638678, 1.263062392682289, 2.24118582985174, 2.006956686734364]"
37,[6],[1.8553854590712948]
38,"[11, 10]","[2.3661692478698004, 3.3830997803085636]"
39,"[10, 6]","[2.5071570067117284, 1.9120240962411974]"
