,valuation coefficient
0,22.141802782670396
1,15.702808893834106
2,18.82616789078414
3,18.955054373363474
4,17.66228669197447
5,25.458469824518524
6,12.042535882244387
7,193.24016587883295
8,11.213992320180004
9,17.822266499710057
10,22.698622331204668
11,19.17776957791519
12,16.52018196658645
13,14.93827179180872
14,26.033740416973018
15,192.9143486071537
16,9.791243415268518
17,10.287460048480924
18,15.807666467172142
19,26.959557197519725
20,29.955587945180888
21,16.03718159633747
22,18.17748378571754
23,10.833348393607189
24,13.62290017327738
25,24.68330326203887
26,14.382886845022885
27,8.21136759294038
28,26.3163171897163
29,183.56336877511427
30,23.555283055857288
31,18.420834221635996
32,20.99731782560367
33,27.83114481755651
34,26.82599493372696
35,191.32564693178307
36,25.14430300054463
37,10.146713558881508
38,10.406667389134396
39,13.341894942877893
