task_Number,endpoints_location,bandwidth_demand
0,"[6, 7]","[0.7874175925179641, 0.5735645245375036]"
1,"[8, 6]","[0.9126602965158052, 2.298418612721369]"
2,[8],[0.013912320199298334]
3,"[11, 9, 10]","[0.7363889908531672, 1.2988758039501616, 0.007803408205170337]"
4,"[9, 10, 11]","[1.769649026851654, 2.5426436268272923, 0.356099396778656]"
5,"[8, 9, 6, 11]","[0.14418654207107684, 0.7955822763340055, 0.31376878126399865, 1.1356586009505976]"
6,[8],[0.5957572131179425]
7,"[6, 7, 11]","[1.2403901167038018, 2.0962878794353657, 1.5524122277640402]"
8,"[10, 9, 7, 6]","[0.4653871678137981, 0.7229963122381786, 0.29912920521214525, 0.27010079760266614]"
9,"[9, 7, 6]","[1.7868877135570527, 0.6650770986866493, 0.12836429021850804]"
10,"[10, 9]","[0.8302809036515759, 1.0695624469531984]"
11,"[7, 11, 10, 9]","[1.9390469831630281, 1.3469646748995627, 0.014595056887795055, 0.7891147537490922]"
12,"[7, 8]","[2.5376275400118686, 0.9989646762868827]"
13,[8],[1.1864892620884722]
14,"[6, 11]","[0.60642782110587, 0.026430275204883835]"
15,"[9, 8, 10]","[0.41254848553892154, 1.6276249262989202, 0.0618422800844598]"
16,"[8, 10, 7, 6]","[2.1229756337356607, 0.024230487542707624, 1.5250580886595115, 0.9398467598870152]"
17,"[9, 7, 10]","[0.1987830809565274, 1.796943101928508, 1.6713455127520396]"
18,"[7, 8]","[1.558372185084059, 0.8123692302351154]"
19,"[10, 7, 9]","[0.543523779447346, 1.9305195656692138, 1.0943734556260434]"
20,[7],[1.457757200151642]
21,[8],[0.9662138482414833]
22,"[11, 7]","[0.8533156075385075, 1.919708076388868]"
23,"[11, 9, 10, 8]","[0.3956400378658145, 0.024243026397075207, 0.0805863117452571, 1.0732427439251984]"
24,"[10, 6, 9, 8]","[1.9476593854793547, 0.8335673853980731, 1.2005973413958908, 1.071418848513912]"
25,"[6, 8, 11]","[0.4222322291009186, 0.44038187003399576, 1.2404511098271478]"
26,"[11, 8, 10, 7]","[1.3169067112625519, 0.8691075222667822, 0.6722879446513337, 0.8923489862684999]"
27,"[8, 7]","[1.1209736055684187, 2.4506861204331263]"
28,"[6, 10, 9]","[1.0035696575323483, 1.3616688899418694, 0.3652254574415891]"
29,"[9, 11, 10]","[1.6073239782916682, 1.5349902383349374, 1.0867483691698838]"
30,[6],[1.2614850301495992]
31,"[9, 8, 10, 6]","[1.8070974563424653, 0.05524660745308041, 0.3715170261790144, 1.4322526459934832]"
32,"[8, 7]","[0.8841045601654545, 1.7729974886463022]"
33,[9],[1.7087003681616166]
34,"[10, 9, 11, 8]","[0.8241115492141634, 0.1821803542314132, 0.7038695150528359, 2.5499030605985715]"
35,"[7, 8, 6, 9]","[0.86568160085077, 0.3435146214972976, 0.11842311841801068, 0.6232889747342707]"
36,[11],[0.24338477569007777]
37,"[11, 8]","[0.08662844145059123, 0.19803476171464984]"
38,"[9, 8, 10]","[1.503865589388694, 1.824441687750869, 2.1846801377131255]"
39,[10],[1.0630307959802574]
