data_link, bandwidth_capacity
"(1, 2)",4.780553383738652
"(3, 2)",4.780553383738652
"(8, 2)",4.780553383738652
"(4, 10)",4.780553383738652
"(7, 1)",4.780553383738652
"(3, 0)",4.780553383738652
"(2, 8)",4.780553383738652
"(9, 3)",4.780553383738652
"(6, 0)",4.780553383738652
"(2, 1)",4.780553383738652
"(3, 9)",4.780553383738652
"(0, 5)",4.780553383738652
"(1, 4)",4.780553383738652
"(5, 4)",4.780553383738652
"(3, 4)",4.780553383738652
"(2, 5)",4.780553383738652
"(1, 0)",4.780553383738652
"(10, 4)",4.780553383738652
"(0, 1)",4.780553383738652
"(0, 3)",4.780553383738652
"(11, 5)",4.780553383738652
"(4, 1)",4.780553383738652
"(4, 3)",4.780553383738652
"(5, 11)",4.780553383738652
"(0, 6)",4.780553383738652
"(5, 0)",4.780553383738652
"(1, 7)",4.780553383738652
"(4, 5)",4.780553383738652
"(2, 3)",4.780553383738652
"(5, 2)",4.780553383738652
