data_link, bandwidth_capacity
"(1, 2)",4.884786658306725
"(3, 2)",4.884786658306725
"(8, 2)",4.884786658306725
"(4, 10)",4.884786658306725
"(7, 1)",4.884786658306725
"(3, 0)",4.884786658306725
"(2, 8)",4.884786658306725
"(9, 3)",4.884786658306725
"(6, 0)",4.884786658306725
"(2, 1)",4.884786658306725
"(3, 9)",4.884786658306725
"(0, 5)",4.884786658306725
"(1, 4)",4.884786658306725
"(5, 4)",4.884786658306725
"(3, 4)",4.884786658306725
"(2, 5)",4.884786658306725
"(1, 0)",4.884786658306725
"(10, 4)",4.884786658306725
"(0, 1)",4.884786658306725
"(0, 3)",4.884786658306725
"(11, 5)",4.884786658306725
"(4, 1)",4.884786658306725
"(4, 3)",4.884786658306725
"(5, 11)",4.884786658306725
"(0, 6)",4.884786658306725
"(5, 0)",4.884786658306725
"(1, 7)",4.884786658306725
"(4, 5)",4.884786658306725
"(2, 3)",4.884786658306725
"(5, 2)",4.884786658306725
