task_Number,endpoints_location,bandwidth_demand
0,"[8, 7, 6, 11]","[0.5208852888247837, 0.5659659864110367, 1.5897073891878089, 3.2083740245336694]"
1,"[6, 11]","[2.2177189987492425, 1.5667089690854836]"
2,"[11, 6]","[1.2913685914799413, 1.2180825797743804]"
3,"[6, 9, 7]","[0.9188396545223698, 0.4366365829848913, 2.66920169380804]"
4,"[10, 6, 9, 11]","[2.91294984826676, 0.5597609025990853, 0.837819572470681, 1.0332260748046824]"
5,[11],[2.1155229310656045]
6,"[11, 10, 6]","[0.7065476207485475, 0.12204520031565325, 3.2995264080038416]"
7,"[11, 9, 10, 6]","[1.6000425149084063, 0.8862737320896402, 1.7774748181424784, 0.8352386892168024]"
8,[7],[0.9822457787692928]
9,"[6, 10]","[0.21926168643728416, 1.0384615189258217]"
10,"[8, 9]","[1.5888953861820982, 1.177009457202734]"
11,"[9, 8, 10]","[1.1856117192954003, 1.944363041707465, 1.2276652687237846]"
12,"[11, 8, 6, 7]","[0.8738741773228916, 1.0264091476921802, 1.656711952210049, 1.932443735292018]"
13,"[8, 6, 9]","[0.029897723907783558, 0.8754559583576715, 2.7009266603620343]"
14,"[7, 6, 10, 11]","[1.0348463628139217, 0.7763682759799568, 1.5657659972278766, 0.6075994277532919]"
15,"[7, 8]","[2.056531101031974, 0.013853388416990131]"
16,"[8, 9, 11]","[0.08602582607020448, 1.2472196106065834, 0.5692024762003707]"
17,"[11, 6, 7, 8]","[0.4027941784346516, 0.3706347998603373, 2.2272878576974655, 2.2411396705132267]"
18,"[11, 6, 10]","[1.2195062046103413, 1.5950069779373053, 0.5535529303826107]"
19,"[8, 10]","[1.1283294673502047, 2.0618488628714187]"
20,[7],[0.9988859092315022]
21,"[6, 8, 11, 10]","[0.7795254632010818, 1.6798216771069536, 0.7313675347319157, 2.852370877642985]"
22,[8],[2.3032394776259406]
23,"[10, 6, 8, 7]","[0.7432109642655538, 1.8860776191935098, 1.8467632789839428, 4.0862459575321965]"
24,"[7, 11]","[0.17145950008971111, 1.6768034649364405]"
25,"[11, 9, 10]","[0.7394739522327951, 0.9126928452454605, 0.5981896728285094]"
26,[11],[1.2333492846390641]
27,"[9, 11]","[2.243628909390604, 0.47048881983507196]"
28,[11],[2.1002536106543648]
29,"[7, 8, 11]","[1.888871780217896, 1.6788194800550418, 0.7788532184699145]"
30,"[8, 7, 11, 9]","[0.7772302051791888, 1.9872273034994543, 0.9119020087489683, 1.253573531493064]"
31,[8],[0.8737154475994802]
32,"[8, 7, 10]","[0.6244691167786282, 1.0882203671765243, 2.999247137009659]"
33,"[7, 10, 11]","[1.1761586832222184, 1.5420849566943913, 1.683780537098838]"
34,[7],[1.0452121335782796]
35,"[9, 6, 8]","[2.533712563219283, 0.7057380679123363, 1.9179256899798687]"
36,"[10, 8, 6]","[0.9085905239898205, 1.7696680218686072, 1.9873082240653948]"
37,[8],[0.4853327338531729]
38,"[10, 11]","[1.2268150719421818, 1.2736304668949376]"
39,"[7, 9, 10]","[0.8437491403157689, 0.3693941239435612, 2.761051152652761]"
