,valuation coefficient
0,14.730813017134903
1,24.16235235052501
2,18.787657800986224
3,19.568902246063615
4,14.10085771615181
5,14.493720333014958
6,190.17598927192336
7,21.080576086956953
8,23.191371139262863
9,193.5827853146361
10,28.039599316663598
11,23.576908697187953
12,191.3061368809336
13,15.54434553305419
14,23.179529673557465
15,16.916269238118243
16,21.794096145435418
17,21.89964243411736
18,26.31267095184556
19,25.89772584189357
20,15.371797852214424
21,27.9143334255047
22,28.061071417848666
23,11.632322746494042
24,13.195131160945554
25,21.91536893155621
26,23.02892845536917
27,17.562168521904624
28,8.698832369725313
29,18.867349855276984
30,21.7876130488164
31,9.054664364289122
32,12.10711446278871
33,11.754450256546665
34,180.95321847326417
35,15.775626000285829
36,22.922654725999635
37,28.965354434482343
38,14.748998903635814
39,28.15613432542274
