task_Number,endpoints_location,bandwidth_demand
0,"[7, 9, 11, 10]","[1.345196513652226, 3.1707399714946964, 0.8533029436206074, 0.3406267378037634]"
1,"[6, 7, 11]","[1.8893335315525666, 1.8612361010657554, 0.9838767475617742]"
2,"[10, 6, 11]","[2.594683365604209, 1.0186129868484506, 1.561408670017662]"
3,"[7, 10]","[0.3739062159614084, 0.4622860796906919]"
4,"[11, 8, 9, 10]","[0.05998582224932103, 0.6689790485573796, 1.1123837868492674, 3.0318296508161713]"
5,"[9, 8]","[2.6885910781266125, 1.7475459165147904]"
6,"[8, 6]","[1.890689618082427, 1.0248742589894635]"
7,"[8, 11, 7, 6]","[0.46730779120926536, 1.7904639423236706, 2.213063274493428, 1.327022238521846]"
8,"[10, 6, 11, 7]","[1.2574714714020234, 0.838648922010585, 1.7006441123321514, 2.720726043679421]"
9,"[8, 6, 11, 10]","[0.6946546318745098, 0.5149982821928035, 0.6249095766098103, 0.910059875507572]"
10,"[8, 9, 6, 7]","[1.7968297214073328, 1.0383116318893308, 0.9399308698139658, 1.0074879973386381]"
11,[9],[0.8142458637405895]
12,[7],[0.4437060956401595]
13,"[7, 11]","[2.6575726433431366, 1.3976995779962251]"
14,"[8, 7]","[0.5117784348711054, 2.7827043600280095]"
15,"[6, 11]","[0.4286189276107836, 1.5592250293534582]"
16,[11],[1.0877429023257001]
17,"[11, 9, 6]","[0.18955651856589273, 1.6339467113986363, 0.7400244812983598]"
18,[11],[0.8124603608329317]
19,"[11, 8]","[0.5054540410505035, 1.7416366460732209]"
20,"[8, 9, 10, 11]","[1.493780996936736, 0.5784340689552565, 1.7590548224426634, 2.2990181367544684]"
21,"[10, 7, 11]","[0.7131910929830156, 0.8989908717599872, 0.6593904848389802]"
22,"[9, 11]","[0.7288549286059136, 1.1000118905035987]"
23,"[11, 8]","[2.220941040991902, 1.1582537429379327]"
24,"[10, 6]","[1.2827458937890341, 0.6095861334383639]"
25,[8],[0.7487614828812612]
26,[7],[0.5552209528342977]
27,"[6, 7, 11]","[1.597662762491792, 0.19038128747240346, 1.0345269227006695]"
28,[10],[0.36044529536893677]
29,[10],[0.31179117656966293]
30,"[11, 10, 8]","[0.9275521193248816, 1.1468979866860436, 0.9300558322724883]"
31,"[8, 10, 7]","[0.9463581554664188, 1.8319820152929496, 0.1658017227283859]"
32,"[9, 6, 8, 7]","[1.5868985576671388, 2.1287920509149316, 0.17981140593951428, 0.5992151308783489]"
33,"[6, 7]","[2.241760376060863, 2.7672711755635326]"
34,"[10, 6, 9, 11]","[1.1832617761346613, 0.5190501484959893, 2.0579595240169937, 1.9200165627420653]"
35,"[11, 10, 9, 6]","[2.091457247640779, 1.1829629427395218, 2.51271797212004, 0.6255032639142207]"
36,"[7, 11, 6]","[0.3392287340568031, 1.1881063386000006, 0.2502888509188753]"
37,"[10, 8, 6]","[0.42341691058135533, 0.7992263168860775, 2.585425112724212]"
38,"[8, 6]","[1.2209000310934264, 1.8234090614196012]"
39,"[6, 9, 8]","[2.458609402437416, 0.8285785157386867, 2.2896498233356395]"
