task_Number,endpoints_location,bandwidth_demand
0,"[10, 9]","[0.4110886096918209, 1.402021004109716]"
1,"[9, 6, 7, 10]","[0.8967767942012623, 0.2213464845657317, 1.2937242387192998, 1.0991062439517232]"
2,[9],[2.5367846536827274]
3,[11],[2.2940776766104065]
4,[10],[1.1624455014161381]
5,"[6, 8, 10, 9]","[1.7668068455119275, 0.6225051850706912, 1.3881663028877385, 0.22270673685944553]"
6,"[8, 7, 11]","[0.9406368332122536, 3.339687014807756, 1.9166143054213922]"
7,"[11, 7]","[2.0029991136586407, 1.1755177035088393]"
8,"[10, 6, 7, 8]","[1.6102754711944312, 1.1808885748673958, 2.215632476667394, 1.0267206330702152]"
9,"[8, 10]","[1.1105936143562896, 0.7521755101289176]"
10,"[10, 7]","[1.0757409020051099, 0.34161851709742774]"
11,"[11, 8, 7]","[0.14603964273435366, 1.103521006518143, 1.3054758632474361]"
12,"[9, 7, 11, 6]","[2.937233582044633, 1.8058655580491099, 1.9900579676796673, 1.2115854487184345]"
13,"[11, 9, 6]","[0.5272246493257643, 1.8019190291284395, 1.927085372281725]"
14,[10],[1.1619317232696054]
15,"[11, 9, 8, 7]","[2.0275087486764205, 1.3745645818462844, 0.15363937110668535, 0.7677753037151371]"
16,"[8, 11, 10, 9]","[0.30548629354400325, 1.4216099256265102, 1.4717638777676463, 0.2933398366703325]"
17,"[6, 7, 11, 10]","[3.359803362844194, 3.240798769262041, 0.6813463281697135, 0.7323712235639814]"
18,"[11, 8]","[2.2672187575678957, 0.34125429165043286]"
19,"[8, 7, 10, 9]","[2.3720521505358834, 1.3606624548194821, 1.7387669473220986, 2.3901234107945286]"
20,[6],[1.214559190269047]
21,[7],[1.2766056367365433]
22,[7],[1.3816835617334149]
23,"[6, 7, 8]","[2.1454437549316587, 2.3936131867230834, 1.475027210730684]"
24,"[9, 6]","[0.4112524294675891, 3.2406153086608946]"
25,"[6, 9, 7]","[0.9452372296151489, 0.809574612708806, 0.03060575396183074]"
26,"[7, 6]","[3.1829079052467115, 1.3872966462697944]"
27,"[9, 11]","[1.6922346630222482, 0.5963253115196472]"
28,"[7, 6, 8, 10]","[0.9460184633471934, 2.0789551539673514, 1.152143027916968, 2.2973549585374093]"
29,"[11, 7, 8, 10]","[1.2322676238943386, 2.635749652159142, 0.49918666629075514, 0.742152447035747]"
30,[9],[1.1663671973862229]
31,"[8, 6, 9]","[0.2884895128378987, 1.3896551137909547, 1.6279158269330631]"
32,"[11, 6]","[0.6823954623444078, 1.0769845971670142]"
33,"[9, 7, 6, 11]","[1.1310308473872288, 0.8557943358384799, 1.4753690539611708, 0.2742766554635282]"
34,[10],[1.2732781066645362]
35,"[11, 9, 7, 10]","[1.0211413754766774, 0.9545740593417786, 1.4536941555628382, 2.850848495280153]"
36,"[8, 10, 6, 7]","[0.7735453120537115, 0.7928566058615691, 1.632747644767675, 0.42825901787848775]"
37,"[10, 9]","[2.081426485688089, 0.2324314243861635]"
38,"[10, 8, 7]","[0.9889843803570479, 0.46293249976647866, 1.7546709877277085]"
39,"[8, 9, 11, 7]","[0.0701019182910464, 0.6804042436671227, 1.9741885868319475, 2.029427107611455]"
