,valuation coefficient
0,10.94490103080608
1,17.950274076059102
2,12.87615661385523
3,24.396551520382253
4,13.738279290137031
5,14.43452136130355
6,20.962127880289636
7,27.14461214037991
8,9.549012034033264
9,24.625150400727193
10,22.72835718257054
11,10.75532704651477
12,181.597522514696
13,196.44123660713575
14,8.207974718725021
15,10.777419796181197
16,24.815912486779034
17,17.839960722986152
18,27.962609670858175
19,9.178883555315458
20,21.46105642605374
21,8.468068418064963
22,23.18432284977203
23,12.748702309695318
24,10.994596356273496
25,17.924471361133456
26,25.69625400055166
27,194.0383882215732
28,28.84121621794063
29,19.139959502568153
30,12.1918217260164
31,18.936233523919583
32,15.046663881608112
33,29.945049659873973
34,12.933721160803529
35,26.754096619422715
36,24.704204979027896
37,16.284384424129897
38,191.01524649957548
39,15.247046976343842
