,arrive_time,finish_time,start_time,usage_time
0,0.46040993631485505,11,2,2
1,0.741770593408092,11,2,2
2,1.0583313850163434,11,3,3
3,1.3058804925830658,10,2,3
4,1.3101889327289307,7,2,1
5,1.3841136361815898,10,2,1
6,1.4583093741631015,11,3,3
7,1.611174428490748,10,3,1
8,1.735891633466492,11,2,1
9,1.7859081103363206,8,3,1
10,1.9484226468328736,11,3,2
11,2.0962386993333695,11,4,3
12,2.423182674914047,10,3,3
13,2.583140576596797,8,3,1
14,2.667343783105698,11,4,2
15,2.9045012542121085,11,3,3
16,2.9738986314062332,11,4,2
17,3.1169180760025537,11,4,2
18,3.30998344010063,11,4,2
19,3.3103145427930314,11,5,2
20,3.5627397742102374,11,4,1
21,3.702423161155992,11,4,1
22,4.183989666826181,11,6,3
23,4.9530609475554135,11,5,1
24,4.983433693993766,11,5,2
25,5.356128976149738,11,6,2
26,5.5322310982361635,11,7,1
27,6.132223196043269,11,7,3
28,6.28480005044585,11,8,1
29,6.380714157563872,11,8,2
30,6.518019364527423,11,7,2
31,8.207591714172038,11,10,2
32,8.39474488679317,11,9,1
33,8.64598247603772,11,9,2
34,8.870263808526174,11,10,1
35,9.40532823136466,11,11,1
36,9.670043145388986,11,11,1
37,9.784269406718307,11,11,1
38,9.901100600269167,11,11,1
39,9.959327396758713,11,10,2
