data_link, bandwidth_capacity
"(1, 2)",4.55208871868867
"(3, 2)",4.55208871868867
"(8, 2)",4.55208871868867
"(4, 10)",4.55208871868867
"(7, 1)",4.55208871868867
"(3, 0)",4.55208871868867
"(2, 8)",4.55208871868867
"(9, 3)",4.55208871868867
"(6, 0)",4.55208871868867
"(2, 1)",4.55208871868867
"(3, 9)",4.55208871868867
"(0, 5)",4.55208871868867
"(1, 4)",4.55208871868867
"(5, 4)",4.55208871868867
"(3, 4)",4.55208871868867
"(2, 5)",4.55208871868867
"(1, 0)",4.55208871868867
"(10, 4)",4.55208871868867
"(0, 1)",4.55208871868867
"(0, 3)",4.55208871868867
"(11, 5)",4.55208871868867
"(4, 1)",4.55208871868867
"(4, 3)",4.55208871868867
"(5, 11)",4.55208871868867
"(0, 6)",4.55208871868867
"(5, 0)",4.55208871868867
"(1, 7)",4.55208871868867
"(4, 5)",4.55208871868867
"(2, 3)",4.55208871868867
"(5, 2)",4.55208871868867
