data_link, bandwidth_capacity
"(1, 2)",5.166169237021982
"(3, 2)",5.166169237021982
"(8, 2)",5.166169237021982
"(4, 10)",5.166169237021982
"(7, 1)",5.166169237021982
"(3, 0)",5.166169237021982
"(2, 8)",5.166169237021982
"(9, 3)",5.166169237021982
"(6, 0)",5.166169237021982
"(2, 1)",5.166169237021982
"(3, 9)",5.166169237021982
"(0, 5)",5.166169237021982
"(1, 4)",5.166169237021982
"(5, 4)",5.166169237021982
"(3, 4)",5.166169237021982
"(2, 5)",5.166169237021982
"(1, 0)",5.166169237021982
"(10, 4)",5.166169237021982
"(0, 1)",5.166169237021982
"(0, 3)",5.166169237021982
"(11, 5)",5.166169237021982
"(4, 1)",5.166169237021982
"(4, 3)",5.166169237021982
"(5, 11)",5.166169237021982
"(0, 6)",5.166169237021982
"(5, 0)",5.166169237021982
"(1, 7)",5.166169237021982
"(4, 5)",5.166169237021982
"(2, 3)",5.166169237021982
"(5, 2)",5.166169237021982
