task_Number,endpoints_location,bandwidth_demand
0,[8],[1.1468274275461376]
1,"[6, 10, 9]","[1.1820543003213637, 1.5367011837548628, 3.8261825483618743]"
2,[7],[0.5360479342999878]
3,"[10, 6, 7, 11]","[0.4813726731969781, 1.7511168966745947, 1.7002908266748413, 1.3381100278797802]"
4,[6],[1.8118639818881237]
5,"[11, 6, 7, 10]","[0.4417458793108636, 1.537624249123143, 1.6473878928061452, 1.0686672563625532]"
6,"[6, 7]","[3.1442941787404566, 1.1308647301783281]"
7,[9],[2.4958651159774794]
8,[10],[1.5990648449415972]
9,"[9, 6, 8, 7]","[0.0881454418738421, 0.5777035259051526, 2.9796076084739718, 1.6500675048575377]"
10,[6],[1.8361736320764868]
11,[7],[1.4457701747093206]
12,"[6, 11, 9, 8]","[1.3677866386394286, 0.6484744419571, 1.5430769849989971, 1.4314876196291175]"
13,"[8, 10]","[0.42881949984981116, 1.1875695976660876]"
14,"[10, 11]","[1.6116075788036879, 2.3809685095301436]"
15,"[9, 11, 8]","[0.5772930155536371, 1.5054189480437727, 0.8318353514081573]"
16,"[10, 6, 11]","[1.1948679331067649, 0.6436174775102046, 1.8833140035886737]"
17,"[8, 7, 10, 9]","[2.542527827760315, 1.9133896146808311, 1.926989981581694, 0.1814349809025111]"
18,"[6, 9]","[0.5452883020102317, 0.8675889281449718]"
19,"[7, 11, 6, 9]","[1.3299003686662951, 1.9458440834679096, 2.042467873890484, 1.5282016010684052]"
20,"[11, 9, 10, 7]","[0.7099233442791228, 0.6979949493056424, 1.6570881541856803, 2.8652825198581606]"
21,"[7, 9, 8]","[1.2256787795958568, 0.24842870291690256, 0.5826521625361182]"
22,"[9, 8, 10]","[1.8973233037911101, 0.9296293669632928, 1.0275865100440187]"
23,[9],[0.5249851925554128]
24,"[10, 6]","[1.2632488324457263, 1.0375379068039832]"
25,"[10, 9]","[1.4090057174962487, 0.5018338596349521]"
26,"[8, 11]","[1.878294538358305, 2.7688177880153266]"
27,[8],[0.5688841081144276]
28,"[6, 11, 9]","[0.3176686223998052, 2.3632821511800333, 2.0280388678238976]"
29,"[9, 7, 8, 10]","[1.9328387008301973, 1.97563170138101, 1.8246315771433441, 0.5813034002218658]"
30,"[8, 9]","[1.8492127100182478, 1.22884026394454]"
31,[7],[2.5025781240853]
32,[11],[2.454310294642453]
33,"[6, 11, 9]","[1.201957862665454, 1.731553539126132, 1.7245329458050693]"
34,"[11, 8]","[1.3280250810284546, 2.194511118205888]"
35,"[11, 10]","[0.8077249345895351, 0.2265291346691508]"
36,[11],[0.5384222760672943]
37,"[10, 8, 6]","[0.8357492706526168, 1.3326336092096984, 1.63217280334546]"
38,"[9, 6, 7]","[1.088134707600274, 1.6239179524760163, 0.2896064687906714]"
39,"[6, 10]","[1.1462660325372056, 1.2686211931138431]"
