data_link, bandwidth_capacity
"(1, 2)",4.445968507086929
"(3, 2)",4.445968507086929
"(8, 2)",4.445968507086929
"(4, 10)",4.445968507086929
"(7, 1)",4.445968507086929
"(3, 0)",4.445968507086929
"(2, 8)",4.445968507086929
"(9, 3)",4.445968507086929
"(6, 0)",4.445968507086929
"(2, 1)",4.445968507086929
"(3, 9)",4.445968507086929
"(0, 5)",4.445968507086929
"(1, 4)",4.445968507086929
"(5, 4)",4.445968507086929
"(3, 4)",4.445968507086929
"(2, 5)",4.445968507086929
"(1, 0)",4.445968507086929
"(10, 4)",4.445968507086929
"(0, 1)",4.445968507086929
"(0, 3)",4.445968507086929
"(11, 5)",4.445968507086929
"(4, 1)",4.445968507086929
"(4, 3)",4.445968507086929
"(5, 11)",4.445968507086929
"(0, 6)",4.445968507086929
"(5, 0)",4.445968507086929
"(1, 7)",4.445968507086929
"(4, 5)",4.445968507086929
"(2, 3)",4.445968507086929
"(5, 2)",4.445968507086929
