task_Number,endpoints_location,bandwidth_demand
0,[11],[0.8126916851886092]
1,"[11, 10, 7, 9]","[1.904233467342389, 0.7492879833821167, 2.220869899046063, 1.3736095551760688]"
2,"[10, 6, 9, 8]","[1.253268756706584, 0.6703437477037621, 0.4307759214551742, 2.3301002833562596]"
3,"[9, 11, 6]","[1.1796820253789266, 0.9694112619993086, 0.9423321748750988]"
4,"[8, 10]","[2.649890558485921, 2.063682730951636]"
5,"[7, 10, 8, 6]","[3.149185970846671, 1.5702190801180214, 0.013453356219713553, 1.3365147657983174]"
6,"[9, 10, 11]","[1.3084600096419363, 3.21613686639721, 0.2759657208134624]"
7,"[9, 8, 7, 11]","[1.8809830244736607, 0.6444990138038713, 0.898006208825319, 0.8298481946162992]"
8,"[8, 10, 11, 7]","[0.2501105281090561, 1.741824094121008, 1.746156355204867, 1.8250765247245169]"
9,"[6, 10]","[1.6804270680154654, 1.2411968024934876]"
10,[10],[0.8490142579520108]
11,"[6, 11, 8]","[2.154770570873186, 2.141652820373782, 2.0861224050806273]"
12,"[7, 6, 11, 9]","[0.877645275242236, 0.2820061037975512, 0.040129723486288627, 0.9104071024868757]"
13,"[11, 10]","[1.624426544642623, 1.7530078803662696]"
14,"[11, 9]","[0.45741175834781755, 2.3936939518600813]"
15,"[9, 8, 10, 11]","[0.5908357541008482, 1.8036632844016336, 2.3945352073090787, 0.5872127361715611]"
16,"[9, 6, 8, 10]","[1.0589223105725638, 2.2490749713047213, 1.3272234489395651, 0.2991707102812915]"
17,"[9, 8, 6, 11]","[1.2464231055615587, 0.21895554851018428, 0.7403901889461189, 1.5374669329837567]"
18,[7],[0.513029196314747]
19,"[8, 7]","[1.585169252799615, 0.5778906698390271]"
20,[10],[1.3635400105777462]
21,[10],[0.9153808112531326]
22,"[11, 10, 9, 6]","[0.07613472509901498, 0.23539479717900458, 0.3291099386370141, 0.6944372629973303]"
23,"[6, 11]","[1.5185703835231363, 0.47581795509626834]"
24,"[7, 10, 9]","[0.9076195567191485, 1.0983668413058998, 2.0719717321146875]"
25,"[7, 8, 6, 11]","[1.749965403738775, 0.9294103913906845, 2.714328653600643, 2.6049443699476496]"
26,"[11, 10, 6]","[0.5998237942946467, 1.620180576362027, 0.38810758841587556]"
27,"[6, 11]","[2.712973060424078, 1.8420985815057223]"
28,"[9, 10]","[1.539498483775451, 0.7760021896118658]"
29,"[6, 7, 8]","[2.0008283468551493, 1.9502128207021352, 2.7139439280317377]"
30,"[7, 10, 9]","[1.196760034618317, 1.7390729283368387, 1.3551844873402583]"
31,"[9, 8]","[0.6255129167104096, 1.5359754548438738]"
32,"[10, 11, 7, 6]","[1.420828184653823, 1.6020889665485925, 0.8404738319381898, 1.0773229543439713]"
33,"[10, 11]","[0.45298157060186595, 0.14171299251652458]"
34,"[7, 9, 8, 6]","[0.39861750177198507, 2.31788369592282, 1.0714390095919075, 0.8015567516383282]"
35,[11],[0.3561696389449406]
36,[8],[1.2239204183017822]
37,[11],[1.531601945173851]
38,"[11, 8, 7, 9]","[1.2860614356227402, 2.0497471258908986, 0.16696836430803774, 0.5491958861655271]"
39,[8],[1.3281074721791741]
