,valuation coefficient
0,24.869575582857994
1,13.694809443448474
2,19.073230112452332
3,12.635302753895813
4,22.778428555201614
5,23.741588891349213
6,25.04119720239506
7,13.177944028174682
8,21.249558610280072
9,10.425658419880108
10,29.954863463865035
11,16.892645402034137
12,14.998513418392253
13,180.04287411355105
14,15.38843856722574
15,24.293191930553814
16,28.198187471130492
17,10.408238570282936
18,13.879569461661157
19,14.500286041611004
20,15.87119654382493
21,12.483126928645028
22,18.82718929186944
23,13.757771030130694
24,15.712311866456968
25,15.827333009301757
26,197.44268477267156
27,29.327541417613624
28,13.377510289713157
29,16.37674171086038
30,10.424794812321744
31,198.09519413227247
32,23.745454184527077
33,23.367992249071747
34,23.096353321510286
35,25.802966788993167
36,23.642877081573783
37,187.70962686121538
38,12.66037569078955
39,13.022042545808086
