task_Number,endpoints_location,bandwidth_demand
0,[11],[0.9147192276732639]
1,"[7, 9, 6]","[0.4516794427054486, 2.063946992716272, 1.4388965262740487]"
2,"[11, 6]","[1.517727466139643, 2.545086884150066]"
3,"[6, 8, 10, 11]","[1.9886092767919699, 0.18857281733040832, 0.6990055199295699, 0.6093889720298868]"
4,"[10, 9, 8]","[0.8796425957594584, 2.6768334791452513, 1.3941439668605513]"
5,"[10, 6, 7]","[0.2110015806904838, 1.0255499613333094, 1.6962936793021468]"
6,[10],[0.8888307220035165]
7,"[6, 9, 7]","[2.314821783255012, 1.3891515107280146, 2.459780257697219]"
8,"[8, 7, 9]","[1.507362972570399, 1.8283502690101407, 0.5505524170311253]"
9,"[6, 8]","[0.4134547996673643, 0.30834521117900815]"
10,"[6, 11, 10]","[1.1802537122610368, 2.187651486606722, 0.003236247498667466]"
11,"[11, 7, 9]","[0.5478465849164909, 0.5059603148970743, 3.7359916719438715]"
12,"[6, 9]","[1.0946660450090875, 1.0915413596530898]"
13,"[6, 11, 8]","[1.4502646812220585, 0.688077731843501, 1.724916530476336]"
14,"[7, 11]","[1.586196268897316, 1.3383547642865035]"
15,"[9, 8, 11]","[1.506768884484581, 1.184026784465743, 0.4944283696845735]"
16,"[7, 10, 8, 9]","[1.7122718453994696, 1.2053387586296982, 0.8910736882257304, 0.6421558825882989]"
17,"[10, 11, 6, 9]","[1.5605187738163582, 0.8893398965484401, 2.177876818871697, 0.6775028564303236]"
18,"[10, 8, 7]","[2.186021976671076, 1.4517082308228015, 1.6429085915777355]"
19,[8],[2.285549019144769]
20,[8],[1.1936560074908205]
21,"[6, 7, 9]","[1.5175414421461275, 2.016935059281965, 0.3628595260715155]"
22,"[8, 9, 6]","[1.6945855897071498, 0.47732326102726286, 0.7309583717876666]"
23,"[9, 6]","[0.3396710415502997, 1.1372154224600135]"
24,"[7, 9]","[0.557246811840516, 0.29726953346611107]"
25,"[7, 6, 10, 9]","[0.4706255552004326, 0.5348009850376736, 1.6027330755605234, 0.3954816915008832]"
26,"[11, 8]","[1.0037220429430507, 2.2262202848915598]"
27,[6],[3.868355289254581]
28,"[10, 8, 7]","[1.098985928960506, 0.24387613836186295, 2.932317453851181]"
29,"[9, 6, 7, 8]","[1.577354231898985, 2.318252668817623, 2.85795543600885, 0.9139016968279573]"
30,"[6, 9]","[0.004382669517396076, 2.6589703473379167]"
31,[6],[1.6698835205419733]
32,"[10, 11, 8, 7]","[2.5243697304659407, 1.50748056661774, 1.3364352802452246, 0.1023519696835713]"
33,"[9, 11, 7, 8]","[1.4707468300491582, 1.2602455692403414, 2.708164433676602, 1.9750521976691764]"
34,[8],[1.249692718811506]
35,"[10, 11, 7]","[2.180558389587838, 2.1162186342050586, 1.5975238099129194]"
36,"[7, 9, 10]","[0.7903497511863293, 2.404260513148577, 0.29452654494676267]"
37,"[10, 8, 7]","[0.5160576461751809, 0.7060820722896621, 0.5888001331702681]"
38,"[10, 7, 8]","[0.09384651601438154, 0.44344587279229386, 2.4019328518577243]"
39,"[11, 8, 7]","[1.5197794903744506, 0.922946085682939, 0.5902815926955374]"
