task_Number,endpoints_location,bandwidth_demand
0,"[8, 7, 9, 10]","[2.39194352358834, 0.6460926519997491, 0.4859038850980799, 1.7487609659251135]"
1,"[8, 6]","[0.03855944471302952, 0.7447819102591218]"
2,"[6, 7, 10, 9]","[0.3572218657464937, 3.4910280757684675, 2.4889304376755126, 0.5043303896290229]"
3,"[6, 7]","[0.06379538382893613, 0.837382812299309]"
4,"[11, 6, 9, 8]","[0.5069464321849239, 0.9655193461989517, 0.8851355478818435, 1.1711864432302947]"
5,"[7, 11, 8, 9]","[1.6510613679511852, 0.6396088802858428, 1.2602139797139142, 1.6501686293907802]"
6,"[11, 7, 6, 8]","[2.5144431303395605, 0.7516225958871351, 2.2021342298575686, 0.7752490940357829]"
7,"[10, 6, 8]","[0.61741855154972, 0.6918194223775198, 0.7056745034980835]"
8,"[7, 6, 11]","[3.6352927678863414, 0.11364098149869095, 2.3565838681781415]"
9,[8],[0.3850753798767629]
10,"[7, 10, 8]","[0.00982936936951151, 0.3711920257200053, 0.22203955362599792]"
11,"[6, 7, 10, 8]","[0.6236173497884127, 1.4183297265392771, 0.6151099373383799, 1.3995238612956316]"
12,[8],[0.4498287054030573]
13,"[7, 11, 6]","[0.4962707974777887, 1.1953283376479549, 0.753321356190009]"
14,[10],[0.5949782211385624]
15,"[8, 9, 11, 7]","[1.7800580758314535, 0.670076086619975, 1.508133438444668, 1.4045489372903615]"
16,"[6, 10]","[0.13288837950616839, 0.6945838483284241]"
17,"[11, 6, 10, 9]","[1.3036559830844507, 0.626081965196218, 1.014470593471797, 1.0035197734481238]"
18,"[10, 6, 11, 9]","[0.993731066458081, 0.9906839007375179, 0.4246770576870501, 1.9941521299361704]"
19,[9],[0.11504632981148188]
20,"[11, 8, 9]","[0.8690165347169518, 0.5039281650960754, 1.697153546865322]"
21,"[11, 9, 7, 10]","[0.957041021901768, 2.430974306108871, 0.47446604156034444, 2.693569578978722]"
22,"[11, 8, 9, 6]","[1.4348048167041827, 0.7707832207709748, 0.6224280211506859, 0.012476065613247656]"
23,"[10, 11, 9, 6]","[0.7767996420666087, 1.3654974186445177, 0.25414719101012995, 2.473816545072729]"
24,"[9, 8, 7]","[0.6247592608047747, 2.2952059111769776, 2.5564282195278754]"
25,"[6, 7]","[0.28562751872171843, 0.0902059471342258]"
26,"[9, 10, 6]","[1.306537898136736, 0.452698751691357, 1.9076277359278921]"
27,[10],[2.2605825399698385]
28,"[9, 6, 11]","[0.9811882082282032, 1.32889562655808, 1.5404053703076224]"
29,"[6, 9]","[1.5456095853386544, 1.9194853031417654]"
30,"[6, 11, 7, 10]","[2.1476094600905373, 0.975822457536288, 3.4322197479013483, 1.436469978348426]"
31,"[7, 8, 9]","[0.8346686920163957, 0.1377052864125844, 1.1384657130037246]"
32,[9],[1.2852727609829762]
33,[7],[0.9993006197460342]
34,"[11, 7, 6, 10]","[0.7014550680913252, 1.1556302206290228, 0.1946679094225342, 1.6563127992501803]"
35,"[8, 7, 6]","[0.3320146078156241, 2.117826462121479, 1.3441487861266426]"
36,"[8, 11, 9, 7]","[2.0124624860897855, 0.8769643002985992, 1.606002738168384, 0.2296057307644278]"
37,"[6, 7]","[2.29572731781115, 0.08836804329846981]"
38,[8],[3.0400686296798165]
39,"[8, 7]","[0.7411288029582632, 1.538555671330598]"
