,valuation coefficient
0,17.12351759761501
1,22.233495896755993
2,11.736654595744612
3,17.879950197233256
4,11.28121327105817
5,11.924767468470577
6,17.691307566310325
7,18.15061141843815
8,11.560093008429458
9,28.235122575667585
10,9.525413947596881
11,16.14251962013606
12,8.899346293118922
13,8.68605648109112
14,20.499701477810433
15,26.607203043173897
16,19.826790746315197
17,9.927322228838351
18,21.55268226685761
19,20.75242267625397
20,195.43700484916656
21,14.545004971146007
22,8.828618828804816
23,28.477431439346557
24,17.152902252000935
25,28.26452075485877
26,10.29208762597689
27,28.53910543496062
28,12.457237675827189
29,25.825319971258985
30,11.72965104640288
31,198.09812910970462
32,194.29768105520202
33,22.038201229673422
34,9.839972197063304
35,19.71761263819965
36,12.50047018517741
37,15.240505530343615
38,198.57382477828253
39,29.930292133683007
