task_Number,endpoints_location,bandwidth_demand
0,"[8, 10, 6, 11]","[1.3004579699049146, 1.4161191188930846, 0.3719691388797536, 1.50039870287954]"
1,"[6, 8]","[1.0709671569923285, 1.9367883800115988]"
2,"[7, 9, 6]","[1.3936784983111017, 2.0816289673506567, 0.41367489156188697]"
3,[11],[1.5952428805919254]
4,"[10, 11, 7]","[0.8744914967414086, 2.3075090796495106, 1.4477837275885175]"
5,"[10, 8]","[1.776442262565936, 2.3394356086256387]"
6,"[10, 8, 9, 6]","[0.831282568361134, 2.101541018985453, 1.747598465708518, 1.0480171601074508]"
7,"[7, 11, 6]","[1.7483331123543056, 2.040367893728922, 0.4332030135682735]"
8,"[9, 11, 8]","[1.7669553669896096, 0.06961034360057505, 0.17346490134719805]"
9,"[8, 11, 9]","[1.9737482491550726, 0.9606199170990346, 1.2373591337956784]"
10,"[10, 11, 6]","[2.688658637735851, 0.6523720757781131, 2.2462502673715408]"
11,"[11, 9, 7]","[2.489255052317855, 1.3351117405107171, 1.4095726637568653]"
12,[11],[0.9733007491280272]
13,"[6, 10, 8, 9]","[1.9721445586444908, 1.3905077989362886, 1.7909180583220565, 0.8610148886278967]"
14,"[10, 11, 8]","[1.0682937652016111, 1.5911308418647725, 1.8769888771642855]"
15,"[7, 9, 11, 10]","[1.2891669352287067, 0.9906746926661399, 1.2835748422565496, 1.0270353605874323]"
16,"[8, 10]","[2.349488068858307, 1.1851073199554916]"
17,"[9, 10, 11, 8]","[1.9375294042765776, 2.137242304374505, 0.13541535478913003, 1.5657947611262686]"
18,"[11, 9, 10, 7]","[1.909232496119198, 1.1453457898405561, 1.781602461373574, 0.08627860850877422]"
19,[11],[1.5060892399778456]
20,"[10, 6, 7, 11]","[1.2437861291960295, 0.36605794332488917, 2.8095435047796053, 1.3981990266803805]"
21,"[7, 6]","[1.3899715471107845, 2.0558948691884913]"
22,"[8, 6, 10, 11]","[2.1475152494828453, 1.8070034567261763, 1.282831487978879, 1.779126740405284]"
23,"[11, 8]","[1.275720266353943, 1.1089994852484681]"
24,"[11, 6]","[3.120369849230687, 3.0309785330104617]"
25,"[9, 8, 6]","[1.7789785243051877, 0.5900031768043387, 1.4133091907728137]"
26,[9],[1.8252555500407963]
27,[7],[1.3526760137151026]
28,"[9, 8, 11, 6]","[1.7278483298196226, 1.9378614651114927, 3.6343916422954146, 1.130027430830919]"
29,"[8, 9, 11, 6]","[0.22117158735249554, 0.9585544541897719, 0.5552215346445976, 1.2192538613779482]"
30,"[6, 9]","[1.521574389500982, 0.8116407557443883]"
31,"[9, 11, 6, 8]","[1.2203637798104139, 0.2825238841890716, 3.1347205013026267, 1.598479077554857]"
32,"[10, 6, 7, 11]","[0.4344404152123027, 0.7532419689313595, 2.5090695420502898, 2.0080835651467486]"
33,"[9, 8, 6]","[1.6320384669624128, 0.00915952733856673, 1.614313760767541]"
34,[11],[2.2285512598121713]
35,"[7, 8, 10, 6]","[0.16211521773784743, 0.5675759003093328, 1.2352957145055488, 0.5986481553186864]"
36,"[10, 6]","[1.2604678685148023, 1.6632838334439004]"
37,"[7, 10]","[0.16908909005104955, 0.9057290472216193]"
38,"[8, 10, 9]","[2.926404652013602, 0.41348244694084113, 1.6421927238804797]"
39,"[6, 8]","[1.0029728490716465, 1.2632058456693154]"
