,valuation coefficient
0,10.251357434212169
1,19.84534327415967
2,21.720788555223393
3,8.256722260979659
4,197.7188419862155
5,12.22303372122347
6,20.16208353108685
7,24.43667614021806
8,183.04274316785126
9,26.237579790103933
10,10.909880038048076
11,15.13938492127615
12,16.580169711107416
13,29.19177562569566
14,14.192488839345906
15,21.056590980326018
16,191.53807923203738
17,9.643925762794199
18,16.406260544693378
19,17.38742220565672
20,19.418255804209227
21,18.453360117605918
22,10.439608616368641
23,22.969681426645984
24,9.041001113717966
25,13.655524574087227
26,17.814189155440502
27,8.576808480520212
28,17.721894176465312
29,9.949557681117128
30,19.125976844695092
31,25.990904659988114
32,27.903095527559707
33,21.694909850598265
34,27.239225873570383
35,11.166742574312742
36,192.56618075042715
37,28.61110438880006
38,14.06034404809699
39,29.457700753946305
